File Name,Target ID,Image ID,Race,Gender,Expression,age_low,age_high,smile_value,smile_confidence,gender_value,gender_confidence,top_emotion
CFD-BM-043-072-HC.jpg,BM-043,072,B,M,HC,14,26,True,95.95825958251953,Male,99.8873291015625,HAPPY
CFD-BM-043-014-A.jpg,BM-043,014,B,M,A,23,35,False,95.60420227050781,Male,96.7780990600586,ANGRY
CFD-BM-043-071-N.jpg,BM-043,071,B,M,N,21,33,False,99.76783752441406,Male,99.36844635009766,CALM
CFD-BM-043-076-HO.jpg,BM-043,076,B,M,HO,22,34,True,99.91869354248047,Male,99.56895446777344,HAPPY
CFD-BM-225-154-N.jpg,BM-225,154,B,M,N,31,47,False,98.5739974975586,Male,99.89037322998047,CALM
CFD-WM-249-239-N.jpg,WM-249,239,W,M,N,32,48,False,99.30697631835938,Male,99.09342193603516,CALM
CFD-BM-017-064-F.jpg,BM-017,064,B,M,F,23,35,False,88.19651794433594,Male,75.6485366821289,CONFUSED
CFD-BM-017-035-A.jpg,BM-017,035,B,M,A,24,38,False,96.41210174560547,Male,88.7394790649414,ANGRY
CFD-BM-017-052-HC.jpg,BM-017,052,B,M,HC,43,61,True,97.56416320800781,Male,99.2222900390625,HAPPY
CFD-BM-017-021-N.jpg,BM-017,021,B,M,N,24,38,False,97.25689697265625,Male,71.93218994140625,CALM
CFD-AM-235-241-N.jpg,AM-235,241,A,M,N,29,45,False,98.10151672363281,Male,98.63277435302734,CALM
CFD-BM-028-012-A.jpg,BM-028,012,B,M,A,31,47,False,98.97647857666016,Male,98.72669219970703,CALM
CFD-BM-028-031-HC.jpg,BM-028,031,B,M,HC,30,46,True,90.94635009765625,Male,99.33506774902344,HAPPY
CFD-BM-028-050-F.jpg,BM-028,050,B,M,F,22,34,False,94.20115661621094,Male,98.98067474365234,SURPRISED
CFD-BM-028-002-N.jpg,BM-028,002,B,M,N,30,46,False,99.4034423828125,Male,98.32255554199219,CALM
CFD-BM-028-028-HO.jpg,BM-028,028,B,M,HO,24,38,True,99.7043685913086,Male,99.38314056396484,HAPPY
CFD-LF-225-164-N.jpg,LF-225,164,L,F,N,22,34,False,99.68128204345703,Female,99.77775573730469,CALM
CFD-BM-010-019-A.jpg,BM-010,019,B,M,A,23,35,False,87.20306396484375,Male,99.40184020996094,DISGUSTED
CFD-BM-010-003-N.jpg,BM-010,003,B,M,N,21,33,False,97.07638549804688,Male,99.3384017944336,CALM
CFD-BM-010-004-HO.jpg,BM-010,004,B,M,HO,22,34,True,99.97371673583984,Male,99.42965698242188,HAPPY
CFD-BM-010-015-F.jpg,BM-010,015,B,M,F,23,35,True,98.67406463623047,Male,99.58396911621094,HAPPY
CFD-BM-222-173-N.jpg,BM-222,173,B,M,N,32,48,False,98.14229583740234,Male,98.04995727539062,CALM
CFD-LF-222-147-N.jpg,LF-222,147,L,F,N,22,34,False,99.20906066894531,Female,99.07429504394531,CALM
CFD-AM-232-251-N.jpg,AM-232,251,A,M,N,26,40,False,99.21243286132812,Male,97.20738983154297,CALM
CFD-BM-026-017-A.jpg,BM-026,017,B,M,A,22,34,False,85.69247436523438,Male,94.51051330566406,DISGUSTED
CFD-BM-026-002-N.jpg,BM-026,002,B,M,N,22,34,False,99.22354125976562,Male,99.55028533935547,CALM
CFD-BM-026-006-HC.jpg,BM-026,006,B,M,HC,32,48,True,99.06623840332031,Male,99.5031967163086,HAPPY
CFD-BM-026-041-F.jpg,BM-026,041,B,M,F,22,34,False,92.4674072265625,Male,95.09860229492188,FEAR
CFD-BM-026-009-HO.jpg,BM-026,009,B,M,HO,29,45,True,99.98712158203125,Male,99.61287689208984,HAPPY
CFD-BM-214-075-N.jpg,BM-214,075,B,M,N,22,34,False,98.93436431884766,Male,99.0436019897461,CALM
CFD-LF-214-090-N.jpg,LF-214,090,L,F,N,22,34,False,94.70960998535156,Female,99.04254913330078,ANGRY
CFD-AM-204-122-N.jpg,AM-204,122,A,M,N,22,34,False,98.75920867919922,Male,70.46759796142578,CALM
CFD-WM-247-084-N.jpg,WM-247,084,W,M,N,21,33,False,99.89241027832031,Male,96.03060913085938,CALM
CFD-BM-019-002-N.jpg,BM-019,002,B,M,N,15,27,False,97.47066497802734,Male,72.67394256591797,CALM
CFD-BM-019-004-HO.jpg,BM-019,004,B,M,HO,22,34,True,99.98487091064453,Male,98.45256042480469,HAPPY
CFD-BM-019-049-F.jpg,BM-019,049,B,M,F,22,34,False,88.8405532836914,Male,60.922698974609375,FEAR
CFD-BM-019-045-A.jpg,BM-019,045,B,M,A,24,38,False,88.17369842529297,Male,93.07416534423828,SAD
CFD-BM-019-008-HC.jpg,BM-019,008,B,M,HC,28,44,True,99.20944213867188,Male,97.34151458740234,HAPPY
CFD-BM-213-134-N.jpg,BM-213,134,B,M,N,24,38,False,90.5135726928711,Male,99.2708740234375,CALM
CFD-BM-021-021-N.jpg,BM-021,021,B,M,N,31,47,False,93.40613555908203,Male,96.40681457519531,CALM
CFD-BM-021-029-F.jpg,BM-021,029,B,M,F,23,35,False,96.12806701660156,Male,91.60401916503906,SURPRISED
CFD-BM-021-022-HO.jpg,BM-021,022,B,M,HO,28,44,True,99.98487091064453,Male,99.61200714111328,HAPPY
CFD-BM-021-009-HC.jpg,BM-021,009,B,M,HC,33,49,True,97.61367797851562,Male,99.80311584472656,HAPPY
CFD-BM-021-026-A.jpg,BM-021,026,B,M,A,39,57,False,84.31169128417969,Male,98.98268127441406,ANGRY
CFD-WM-240-125-N.jpg,WM-240,125,W,M,N,22,34,False,99.53208923339844,Male,97.93018341064453,CALM
CFD-AM-203-086-N.jpg,AM-203,086,A,M,N,20,32,False,99.85909271240234,Male,93.17090606689453,CALM
CFD-LF-213-079-N.jpg,LF-213,079,L,F,N,16,28,False,99.7933349609375,Female,98.02977752685547,CALM
CFD-WM-223-056-N.jpg,WM-223,056,W,M,N,32,48,False,99.25711059570312,Male,99.82577514648438,CALM
CFD-WM-011-011-A.jpg,WM-011,011,W,M,A,27,43,False,97.13961029052734,Male,95.36786651611328,ANGRY
CFD-WM-011-002-N.jpg,WM-011,002,W,M,N,23,35,False,99.32396697998047,Male,92.85454559326172,CALM
CFD-WM-011-003-HO.jpg,WM-011,003,W,M,HO,24,38,True,95.1171646118164,Male,98.26492309570312,HAPPY
CFD-WM-011-019-F.jpg,WM-011,019,W,M,F,23,35,False,93.92412567138672,Male,91.96041870117188,SURPRISED
CFD-WM-011-006-HC.jpg,WM-011,006,W,M,HC,24,38,True,96.22428131103516,Male,99.20989227294922,HAPPY
CFD-BM-248-128-N.jpg,BM-248,128,B,M,N,18,30,False,99.67697143554688,Male,58.722103118896484,CALM
CFD-WM-016-008-A.jpg,WM-016,008,W,M,A,22,34,False,98.96760559082031,Male,98.91061401367188,ANGRY
CFD-WM-016-002-HO.jpg,WM-016,002,W,M,HO,22,34,True,99.29157257080078,Male,98.08454895019531,HAPPY
CFD-WM-016-001-N.jpg,WM-016,001,W,M,N,20,32,False,99.359130859375,Male,99.06736755371094,CALM
CFD-WM-016-005-HC.jpg,WM-016,005,W,M,HC,22,34,False,61.04138946533203,Male,99.43517303466797,HAPPY
CFD-WM-224-197-N.jpg,WM-224,197,W,M,N,17,29,False,99.8874740600586,Female,99.59876251220703,CALM
CFD-BM-045-004-N.jpg,BM-045,004,B,M,N,22,34,False,99.57099151611328,Male,98.32181549072266,CALM
CFD-BM-045-057-HC.jpg,BM-045,057,B,M,HC,23,35,True,93.9459457397461,Male,99.92169952392578,HAPPY
CFD-BM-045-055-HO.jpg,BM-045,055,B,M,HO,22,34,True,99.90221405029297,Male,98.97684478759766,HAPPY
CFD-BM-045-061-A.jpg,BM-045,061,B,M,A,23,35,False,91.34300994873047,Male,98.9052734375,ANGRY
CFD-BM-045-045-F.jpg,BM-045,045,B,M,F,33,49,True,82.60922241210938,Male,98.50831604003906,FEAR
CFD-WM-029-023-N.jpg,WM-029,023,W,M,N,23,35,False,99.91999816894531,Male,99.51693725585938,CALM
CFD-WM-029-014-A.jpg,WM-029,014,W,M,A,27,43,False,98.60149383544922,Male,99.93367004394531,ANGRY
CFD-WM-029-009-HC.jpg,WM-029,009,W,M,HC,22,34,True,96.54676818847656,Male,99.89141082763672,HAPPY
CFD-WM-029-020-F.jpg,WM-029,020,W,M,F,31,47,False,97.79473114013672,Male,98.04997253417969,SURPRISED
CFD-WM-029-029-HO.jpg,WM-029,029,W,M,HO,22,34,True,99.95664978027344,Male,99.86024475097656,HAPPY
CFD-LF-248-160-N.jpg,LF-248,160,L,F,N,22,34,False,99.18778228759766,Female,99.90874481201172,CALM
CFD-AM-251-124-N.jpg,AM-251,124,A,M,N,22,34,False,98.47066497802734,Male,99.767333984375,CALM
CFD-WM-020-003-HO.jpg,WM-020,003,W,M,HO,31,47,True,99.5528793334961,Male,73.56901550292969,HAPPY
CFD-WM-020-012-F.jpg,WM-020,012,W,M,F,37,55,False,78.82771301269531,Male,91.60795593261719,CONFUSED
CFD-WM-020-001-N.jpg,WM-020,001,W,M,N,32,48,False,99.32693481445312,Male,74.42733001708984,SAD
CFD-WM-020-005-HC.jpg,WM-020,005,W,M,HC,33,49,True,93.72268676757812,Male,98.81072998046875,HAPPY
CFD-WM-020-008-A.jpg,WM-020,008,W,M,A,32,48,False,94.54011535644531,Male,93.89177703857422,ANGRY
CFD-WM-212-097-N.jpg,WM-212,097,W,M,N,25,39,False,98.5796890258789,Male,99.9587631225586,SAD
CFD-LF-241-188-N.jpg,LF-241,188,L,F,N,23,35,False,99.49278259277344,Female,99.53693389892578,CALM
CFD-BM-241-235-N.jpg,BM-241,235,B,M,N,29,45,False,94.66644287109375,Male,99.67627716064453,CALM
CFD-LF-246-129-N.jpg,LF-246,129,L,F,N,23,37,False,99.39239501953125,Female,99.24266052246094,CALM
CFD-WM-215-041-N.jpg,WM-215,041,W,M,N,20,32,False,99.8284912109375,Male,98.34378051757812,CALM
CFD-BM-246-192-N.jpg,BM-246,192,B,M,N,23,35,False,98.36128234863281,Male,99.02123260498047,CALM
CFD-WM-018-007-A.jpg,WM-018,007,W,M,A,36,52,False,98.8594970703125,Male,99.5103759765625,ANGRY
CFD-WM-018-005-HC.jpg,WM-018,005,W,M,HC,34,50,False,98.03356170654297,Male,99.7416763305664,CALM
CFD-WM-018-002-N.jpg,WM-018,002,W,M,N,33,49,False,99.86268615722656,Male,99.40089416503906,CALM
CFD-WM-018-004-HO.jpg,WM-018,004,W,M,HO,33,49,True,99.43805694580078,Male,99.43318939208984,HAPPY
CFD-BM-020-024-HC.jpg,BM-020,024,B,M,HC,32,48,True,99.23213195800781,Male,99.93341064453125,HAPPY
CFD-BM-020-037-A.jpg,BM-020,037,B,M,A,37,55,True,70.13462829589844,Male,99.47611999511719,ANGRY
CFD-BM-020-001-N.jpg,BM-020,001,B,M,N,27,43,False,97.85150909423828,Male,98.52693176269531,CALM
CFD-BM-020-016-F.jpg,BM-020,016,B,M,F,25,39,True,75.00745391845703,Male,94.32829284667969,DISGUSTED
CFD-BM-020-026-HO.jpg,BM-020,026,B,M,HO,22,34,True,99.98609161376953,Male,99.76129913330078,HAPPY
CFD-BM-212-117-N.jpg,BM-212,117,B,M,N,31,47,False,98.70108032226562,Male,99.52224731445312,CALM
CFD-LF-212-066-N.jpg,LF-212,066,L,F,N,22,34,False,99.4111328125,Female,99.34281158447266,CALM
CFD-WM-241-072-N.jpg,WM-241,072,W,M,N,23,35,False,98.89542388916016,Male,99.00819396972656,CALM
CFD-AM-202-079-N.jpg,AM-202,079,A,M,N,12,22,False,99.7847900390625,Male,90.3255844116211,FEAR
CFD-BM-215-155-N.jpg,BM-215,155,B,M,N,22,34,False,99.46477508544922,Male,99.33949279785156,CALM
CFD-BM-027-001-N.jpg,BM-027,001,B,M,N,21,33,False,95.20677947998047,Male,94.9464340209961,CALM
CFD-AM-205-153-N.jpg,AM-205,153,A,M,N,36,54,False,99.83331298828125,Male,96.00141906738281,CALM
CFD-BM-018-004-HC.jpg,BM-018,004,B,M,HC,31,47,True,88.65543365478516,Male,93.94213104248047,HAPPY
CFD-BM-018-007-HO.jpg,BM-018,007,B,M,HO,19,31,True,99.98593139648438,Male,95.50047302246094,HAPPY
CFD-BM-018-001-N.jpg,BM-018,001,B,M,N,24,38,False,99.71554565429688,Male,79.02391815185547,CALM
CFD-BM-018-012-A.jpg,BM-018,012,B,M,A,24,38,False,91.11024475097656,Male,86.61610412597656,ANGRY
CFD-BM-018-040-F.jpg,BM-018,040,B,M,F,20,32,False,97.5634536743164,Male,70.7105941772461,SURPRISED
CFD-LF-215-157-N.jpg,LF-215,157,L,F,N,19,31,False,99.51886749267578,Female,98.85594940185547,CALM
CFD-BM-223-171-N.jpg,BM-223,171,B,M,N,42,60,False,99.36685180664062,Male,99.67282104492188,CALM
CFD-BM-011-016-N.jpg,BM-011,016,B,M,N,22,34,False,96.41083526611328,Male,97.32123565673828,CALM
CFD-BM-011-019-HC.jpg,BM-011,019,B,M,HC,23,37,True,98.70307922363281,Male,99.45135498046875,HAPPY
CFD-BM-011-020-A.jpg,BM-011,020,B,M,A,25,39,False,96.83855438232422,Male,98.60273742675781,ANGRY
CFD-BM-011-013-F.jpg,BM-011,013,B,M,F,23,37,False,96.7121810913086,Male,98.8082046508789,SURPRISED
CFD-BM-011-017-HO.jpg,BM-011,017,B,M,HO,22,34,True,99.94947814941406,Male,99.58084106445312,HAPPY
CFD-AM-233-236-N.jpg,AM-233,236,A,M,N,35,51,False,95.87541961669922,Male,99.7344741821289,CALM
CFD-LF-223-064-N.jpg,LF-223,064,L,F,N,12,22,False,99.12236022949219,Female,90.10649108886719,CALM
CFD-WM-248-036-N.jpg,WM-248,036,W,M,N,28,44,False,99.83312225341797,Male,96.77385711669922,CALM
CFD-BM-016-036-N.jpg,BM-016,036,B,M,N,23,37,False,98.84323120117188,Male,99.52413177490234,CALM
CFD-BM-016-042-A.jpg,BM-016,042,B,M,A,22,34,False,97.024169921875,Male,99.7163314819336,CALM
CFD-BM-016-030-F.jpg,BM-016,030,B,M,F,23,37,True,86.64383697509766,Male,99.46011352539062,HAPPY
CFD-BM-016-040-HO.jpg,BM-016,040,B,M,HO,23,37,True,99.93074035644531,Male,99.81583404541016,HAPPY
CFD-BM-224-073-N.jpg,BM-224,073,B,M,N,32,48,False,99.36979675292969,Male,97.58102416992188,CALM
CFD-LF-224-176-N.jpg,LF-224,176,L,F,N,30,46,False,99.71283721923828,Female,98.58492279052734,CALM
CFD-AM-234-355-N.jpg,AM-234,355,A,M,N,22,34,False,98.57449340820312,Male,71.96522521972656,CALM
CFD-BM-029-020-F.jpg,BM-029,020,B,M,F,22,34,True,60.72045135498047,Male,99.04557800292969,FEAR
CFD-BM-029-026-HC.jpg,BM-029,026,B,M,HC,21,33,True,84.18760681152344,Male,99.66480255126953,HAPPY
CFD-BM-029-024-N.jpg,BM-029,024,B,M,N,21,33,False,98.06700134277344,Male,99.56668853759766,CALM
CFD-BM-029-029-HO.jpg,BM-029,029,B,M,HO,22,34,True,99.94812774658203,Male,98.93440246582031,HAPPY
CFD-BF-031-002-N.jpg,BF-031,002,B,F,N,22,34,False,99.93428802490234,Female,99.58504486083984,CALM
CFD-BF-031-020-A.jpg,BF-031,020,B,F,A,32,48,False,95.07329559326172,Female,92.41780090332031,ANGRY
CFD-BF-031-048-HC.jpg,BF-031,048,B,F,HC,19,31,True,99.5436019897461,Female,95.93553161621094,HAPPY
CFD-BF-031-051-HO.jpg,BF-031,051,B,F,HO,22,34,True,99.884521484375,Female,98.45105743408203,HAPPY
CFD-BF-031-062-F.jpg,BF-031,062,B,F,F,28,44,True,97.82610321044922,Female,98.59449768066406,HAPPY
CFD-BF-203-184-N.jpg,BF-203,184,B,F,N,37,55,False,97.76104736328125,Female,98.794677734375,CONFUSED
CFD-LM-203-026-N.jpg,LM-203,026,L,M,N,32,48,False,99.83210754394531,Male,99.66929626464844,CALM
CFD-WF-250-167-N.jpg,WF-250,167,W,F,N,22,34,False,98.38920593261719,Female,98.58079528808594,CALM
CFD-AF-213-126-N.jpg,AF-213,126,A,F,N,22,34,False,99.18898010253906,Female,95.21598052978516,CALM
CFD-BF-204-189-N.jpg,BF-204,189,B,F,N,22,34,False,88.6055679321289,Female,99.70804595947266,CALM
CFD-BF-036-027-N.jpg,BF-036,027,B,F,N,22,34,False,99.10139465332031,Female,99.73153686523438,CALM
CFD-BF-036-032-HC.jpg,BF-036,032,B,F,HC,14,26,True,76.14553833007812,Female,99.20516967773438,HAPPY
CFD-BF-036-046-F.jpg,BF-036,046,B,F,F,19,31,True,62.50885009765625,Female,98.8885269165039,DISGUSTED
CFD-BF-036-030-HO.jpg,BF-036,030,B,F,HO,20,32,True,99.53599548339844,Female,98.46676635742188,HAPPY
CFD-BF-036-020-A.jpg,BF-036,020,B,F,A,23,35,False,78.67157745361328,Female,94.63249206542969,ANGRY
CFD-AF-214-139-N.jpg,AF-214,139,A,F,N,18,30,False,99.27497863769531,Female,96.49308776855469,CALM
CFD-BF-009-008-HC.jpg,BF-009,008,B,F,HC,18,30,True,85.7076416015625,Female,99.65208435058594,HAPPY
CFD-BF-009-002-N.jpg,BF-009,002,B,F,N,21,33,False,97.92562866210938,Female,99.74281311035156,ANGRY
CFD-BF-009-006-HO.jpg,BF-009,006,B,F,HO,21,33,True,98.84397888183594,Female,99.83255767822266,HAPPY
CFD-BF-009-024-A.jpg,BF-009,024,B,F,A,22,34,False,91.59012603759766,Female,98.35694122314453,ANGRY
CFD-BF-009-019-F.jpg,BF-009,019,B,F,F,13,25,False,85.97003173828125,Female,99.35358428955078,SURPRISED
CFD-LM-204-001-N.jpg,LM-204,001,L,M,N,22,34,False,99.7388687133789,Male,98.6268310546875,CALM
CFD-BF-232-187-N.jpg,BF-232,187,B,F,N,22,34,False,99.1774673461914,Female,99.78569030761719,CALM
CFD-AF-222-134-N.jpg,AF-222,134,A,F,N,21,33,False,99.59548950195312,Female,99.82425689697266,CALM
CFD-LM-232-204-N.jpg,LM-232,204,L,M,N,27,43,False,99.39636993408203,Male,93.98970794677734,CALM
CFD-BF-007-004-HO.jpg,BF-007,004,B,F,HO,26,40,True,99.37073516845703,Female,97.44618225097656,HAPPY
CFD-BF-007-024-F.jpg,BF-007,024,B,F,F,23,37,False,97.26626586914062,Female,99.11277770996094,FEAR
CFD-BF-007-013-A.jpg,BF-007,013,B,F,A,26,42,False,93.63472747802734,Female,83.43504333496094,ANGRY
CFD-BF-007-006-HC.jpg,BF-007,006,B,F,HC,27,43,True,88.71601104736328,Female,97.51673889160156,HAPPY
CFD-BF-007-001-N.jpg,BF-007,001,B,F,N,25,39,False,98.88385772705078,Female,97.8387222290039,SAD
CFD-BF-235-168-N.jpg,BF-235,168,B,F,N,32,48,False,98.74114990234375,Female,98.70343780517578,SAD
CFD-LM-235-231-N.jpg,LM-235,231,L,M,N,22,34,False,98.73414611816406,Male,98.68497467041016,CALM
CFD-AF-225-141-N.jpg,AF-225,141,A,F,N,21,33,False,99.69361877441406,Female,54.061676025390625,CALM
CFD-BF-038-009-HC.jpg,BF-038,009,B,F,HC,31,47,True,51.97567367553711,Female,97.6429672241211,ANGRY
CFD-BF-038-026-F.jpg,BF-038,026,B,F,F,23,37,False,68.89673614501953,Female,95.9535140991211,ANGRY
CFD-BF-038-037-N.jpg,BF-038,037,B,F,N,22,34,False,94.62533569335938,Female,62.945674896240234,ANGRY
CFD-BF-038-004-HO.jpg,BF-038,004,B,F,HO,30,46,True,95.38333892822266,Female,99.65087890625,HAPPY
CFD-BF-038-029-A.jpg,BF-038,029,B,F,A,22,34,False,93.46851348876953,Female,73.90435028076172,ANGRY
CFD-WF-232-161-N.jpg,WF-232,161,W,F,N,20,32,False,99.53973388671875,Female,99.391845703125,CALM
CFD-WF-007-005-HC.jpg,WF-007,005,W,F,HC,16,28,True,98.74678802490234,Female,98.46929931640625,HAPPY
CFD-WF-007-001-N.jpg,WF-007,001,W,F,N,18,30,False,99.600830078125,Female,99.15762329101562,CALM
CFD-WF-007-029-A.jpg,WF-007,029,W,F,A,27,43,False,94.6952133178711,Female,93.34766387939453,ANGRY
CFD-WF-007-003-HO.jpg,WF-007,003,W,F,HO,18,30,True,99.68440246582031,Female,98.78946685791016,HAPPY
CFD-WF-007-026-F.jpg,WF-007,026,W,F,F,22,34,False,95.94570922851562,Female,98.60903930664062,FEAR
CFD-WF-235-121-N.jpg,WF-235,121,W,F,N,22,34,False,99.59219360351562,Female,95.19889831542969,CALM
CFD-AF-249-092-N.jpg,AF-249,092,A,F,N,22,34,False,98.48082733154297,Female,99.82482147216797,CALM
CFD-WF-038-033-F.jpg,WF-038,033,W,F,F,23,35,False,69.84069061279297,Female,92.07077026367188,SURPRISED
CFD-WF-038-030-A.jpg,WF-038,030,W,F,A,23,35,False,96.01847076416016,Female,99.29756927490234,ANGRY
CFD-WF-038-027-HC.jpg,WF-038,027,W,F,HC,27,43,True,99.43047332763672,Female,99.30535888671875,HAPPY
CFD-WF-038-021-N.jpg,WF-038,021,W,F,N,22,34,False,99.88043212890625,Female,99.90634155273438,CALM
CFD-WF-038-023-HO.jpg,WF-038,023,W,F,HO,23,35,True,99.96314239501953,Female,99.29313659667969,HAPPY
CFD-AF-240-206-N.jpg,AF-240,206,A,F,N,22,34,False,99.74625396728516,Female,96.47869873046875,CALM
CFD-WF-031-045-F.jpg,WF-031,045,W,F,F,22,34,False,93.75843048095703,Female,74.12613677978516,FEAR
CFD-WF-031-005-HO.jpg,WF-031,005,W,F,HO,22,34,True,99.92959594726562,Female,97.745361328125,HAPPY
CFD-WF-031-009-HC.jpg,WF-031,009,W,F,HC,22,34,True,99.71514129638672,Female,93.5887680053711,HAPPY
CFD-WF-031-015-A.jpg,WF-031,015,W,F,A,22,34,False,96.73432159423828,Female,91.24029541015625,ANGRY
CFD-WF-031-027-N.jpg,WF-031,027,W,F,N,18,30,False,99.2203140258789,Female,98.51590728759766,CALM
CFD-WF-203-229-N.jpg,WF-203,229,W,F,N,22,34,False,99.55892181396484,Female,99.48770904541016,CALM
CFD-LM-250-077-N.jpg,LM-250,077,L,M,N,21,33,False,99.831298828125,Male,86.5490493774414,CALM
CFD-BF-250-121-N.jpg,BF-250,121,B,F,N,27,43,False,96.82060241699219,Female,99.85859680175781,CALM
