worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate
44591122,13108882,5,0,5,0,clixsense,UKR,04,Pyatikhatki,91.227.150.13,,,0,,1.0,0
44611277,6B96878840C9B301D99EEBCE27EEBEB5,5,0,5,0,neodev,VEN,20,San Cristóbal,201.208.62.112,,,0,,1.0,0
44628734,13179054,5,0,5,0,clixsense,COL,34,Bogota,161.18.175.106,,,0,,1.0,300
44812982,13554142,5,0,5,0,clixsense,TUR,71,Konya,176.240.100.89,,,0,,1.0,0
44823534,465B74F30868E270B6CB1911CE467178,5,0,5,0,neodev,COL,21,Cucuta,186.87.188.198,,,0,,1.0,0
44824238,5B5B7C3CF6B59264646998E1CBB70BF7,0,0,0,0,neodev,,,,,,,0,,1.0,0
44857692,13631472,5,0,5,0,clixsense,SRB,00,Kragujevac,178.149.22.14,,,0,,1.0,300
44879128,13673852,9,0,6,0,clixsense,VEN,25,Caracas,186.167.243.110,,,0,,1.0,300
44950037,13835673,10,0,6,0,clixsense,VEN,04,Maracay,190.39.44.212,,,0,,1.0,600
44967625,13873954,9,0,6,0,clixsense,UKR,26,Zaporozhye,194.28.181.94,,,0,,1.0,300
44988215,24A222686E4C9DDD918922EDCDEE9BBA,5,0,5,0,neodev,VEN,25,Caracas,186.185.111.229,,,0,,1.0,0
44989347,DA726914FA4217543BE56A74FD3D6324,10,0,6,0,neodev,VEN,25,Caracas,186.167.245.180,,,0,,1.0,600
45023099,14000158,5,0,5,0,clixsense,VEN,07,Bejuma,190.199.196.216,,,0,,1.0,0
45032419,941DA8E9904C5E9009A3246400FC988C,5,0,5,0,neodev,VEN,19,Altagracia,190.75.14.51,,,0,,1.0,0
45048956,4B9FFD01870061D9E0F410E778370DBC,0,0,0,0,neodev,,,,,,,0,,1.0,0
45054305,14076931,5,0,5,0,clixsense,UKR,03,Chernivtsi,185.189.185.203,,,0,,1.0,0
45061342,14095131,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45069545,3DAB519D7E0EFB405B2F430C4460AB1B,5,0,5,0,neodev,VEN,02,Bergantín,186.89.214.47,,,0,,1.0,0
45071666,F13480F84014A2E25A177E0B4883CD7E,0,0,0,0,neodev,,,,,,,0,,1.0,0
45075107,68F32966BA4388C964EA4109F71985C3,5,0,5,0,neodev,VEN,25,Caracas,190.38.151.242,,,0,,1.0,300
45085932,B1072E215ACD609C11A1B4E358E036AF,10,1,6,0,neodev,VEN,25,Caracas,201.209.254.143,,,0,,0.8333,300
45088420,14182878,5,0,5,0,clixsense,UKR,12,Kiev,80.64.90.189,,,0,,1.0,0
45089348,824C3E3029B4C989544E98A5532E411B,10,0,6,0,neodev,VEN,19,Altagracia,186.89.224.251,,,0,,1.0,300
45126470,14293234,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45132310,AA6E17EC155283503BE56A74FD3D6324,5,0,5,0,neodev,VEN,23,Maracaibo,190.205.74.199,,,0,,1.0,300
45156017,342,5,0,5,0,feca,ITA,09,Brembio,78.14.29.99,,,0,,1.0,0
45156150,364,0,0,0,0,feca,,,,,,,0,,1.0,0
45158734,1000,10,0,6,0,feca,VEN,25,Caracas,186.167.248.183,,,0,,1.0,300
45158851,1078,5,0,5,0,feca,RUS,53,Novosibirsk,94.180.52.58,,,0,,1.0,300
45163668,3148,5,0,5,0,feca,PHL,B7,Cebu City,180.190.183.38,,,0,,1.0,300
45165094,3602,5,0,5,0,feca,KAZ,02,Almaty,2.132.1.51,,,0,,1.0,0
45166510,3920,5,0,5,0,feca,BIH,03,Brcko,31.223.132.102,,,0,,1.0,300
45167022,4051,5,0,5,0,feca,RUS,48,Moscow,109.248.222.30,,,0,,1.0,0
45169433,4556,10,0,6,0,feca,VEN,04,Maracay,190.204.254.57,,,0,,1.0,300
45172035,5179,5,0,5,0,feca,VEN,13,Barquisimeto,200.84.169.130,,,0,,1.0,300
45172772,5392,5,0,5,0,feca,RUS,63,Togliatti,109.226.75.0,,,0,,1.0,300
45172809,5400,5,0,5,0,feca,SRB,00,Belgrade,79.175.70.126,,,0,,1.0,300
45173711,5680,0,0,0,0,feca,,,,,,,0,,1.0,0
45174125,5582,10,0,6,0,feca,VEN,16,Alto De Los Godos,190.37.112.107,,,0,,1.0,600
45175159,6117,5,0,5,0,feca,VEN,13,Barquisimeto,200.84.16.156,,,0,,1.0,0
45175751,6270,5,0,5,0,feca,VEN,19,Agua Fría,190.94.239.8,,,0,,1.0,0
45175962,6316,5,1,5,0,feca,USA,NY,New York,107.170.145.187,,,0,,0.8,0
45180229,7926,15,0,7,0,feca,VEN,19,Altagracia,201.242.101.168,,,0,,1.0,900
45182043,8766,5,0,5,0,feca,VEN,07,Valencia,190.103.28.205,,,0,,1.0,0
45184705,9793,5,0,5,0,feca,VEN,06,Puerto Ordaz,190.78.253.17,,,0,,1.0,0
45187082,10950,5,0,5,0,feca,VEN,22,Barranca Amarilla,190.204.255.241,,,0,,1.0,300
45189922,9875,5,0,5,0,feca,VEN,25,Caracas,201.211.40.84,,,0,,1.0,0
45191524,14503349,5,0,5,0,clixsense,USA,GA,Atlanta,104.129.18.211,,,0,,1.0,0
45193948,13880,5,0,5,0,feca,VEN,25,Caracas,190.79.73.83,,,0,,1.0,0
45197484,14502105,5,0,5,0,clixsense,USA,AZ,Phoenix,23.81.55.128,,,0,,1.0,300
45197900,10185,5,0,5,0,feca,VEN,25,Caracas,190.38.95.104,,,0,,1.0,0
45200924,15409,5,0,5,0,feca,VEN,04,Maracay,201.242.33.113,,,0,,1.0,300
45202479,16082,10,0,6,0,feca,VEN,25,Caracas,186.167.242.50,,,0,,1.0,300
45219214,20402,5,0,5,0,feca,RUS,70,Yessentuki,84.54.219.184,,,0,,1.0,0
45220261,20699,5,0,5,0,feca,VEN,07,Valencia,190.199.216.109,,,0,,1.0,0
45221754,14594698,5,0,5,0,clixsense,UKR,"","",37.73.30.150,,,0,,1.0,300
45223964,8D7FDA603F96D783D484BCC6EFBF03F5,5,0,5,0,neodev,VEN,04,Villa De Cura,186.95.11.56,,,0,,1.0,0
45224817,9EA3EFD843F50E5230A97108728B0765,5,5,5,0,neodev,VEN,06,Puerto Ordaz,190.200.252.78,,,0,,0.0,0
45232036,23903,5,0,5,0,feca,USA,NJ,Secaucus,162.222.195.107,,,0,,1.0,0
45236694,25171,0,0,0,0,feca,,,,,,,0,,1.0,0
45239796,6659146368874935008D8D1D7EF00A28,5,0,5,0,neodev,VEN,07,San José,190.204.224.35,,,0,,1.0,0
45242057,26527,5,0,5,0,feca,RUS,70,Yessentuki,84.54.219.184,,,0,,1.0,0
45246648,27608,0,0,0,0,feca,,,,,,,0,,1.0,0
45256655,30240,0,0,0,0,feca,,,,,,,0,,1.0,0
45266974,32844,5,0,5,0,feca,VEN,15,Aragüita,201.242.157.149,,,0,,1.0,300
45279198,33545,0,0,0,0,feca,,,,,,,0,,1.0,0
45279362,35889,5,0,5,0,feca,VEN,02,Puerto La Cruz,201.242.123.24,,,0,,1.0,0
45285810,37582,5,0,5,0,feca,VEN,13,Barquisimeto,190.200.162.249,,,0,,1.0,0
45288279,38273,0,0,0,0,feca,,,,,,,0,,1.0,0
45298923,14826661,10,0,6,0,clixsense,VEN,03,Arichuna,190.78.14.164,,,0,,1.0,300
45302090,41555,5,0,5,0,feca,VEN,13,Barquisimeto,200.8.125.41,,,0,,1.0,0
45306557,42815,5,0,5,0,feca,IND,10,Palwal,103.219.142.4,,,0,,1.0,300
45315163,45503,5,0,5,0,feca,USA,FL,Miami,107.181.164.104,,,0,,1.0,0
45318245,46431,0,0,0,0,feca,,,,,,,0,,1.0,0
45323926,47772,10,0,6,0,feca,VEN,18,Araure,190.207.194.122,,,0,,1.0,300
45341519,51760,0,0,0,0,feca,,,,,,,0,,1.0,0
45356720,55045,5,0,5,0,feca,RUS,48,Moscow,79.165.65.86,,,0,,1.0,300
45358665,55875,5,0,5,0,feca,USA,NY,New York,107.170.127.117,,,0,,1.0,300
45362307,15040804,9,0,6,0,clixsense,USA,NY,Buffalo,198.12.76.220,,,0,,1.0,300
45370030,59254,5,0,5,0,feca,VEN,25,Caracas,186.167.242.125,,,0,,1.0,0
45372545,59942,5,0,5,0,feca,VEN,13,Barquisimeto,201.249.110.13,,,0,,1.0,0
45377341,F306A65897EE9F3B0190D045FA0FE982,5,0,5,0,neodev,VEN,23,Maracaibo,186.88.194.170,,,0,,1.0,0
45379964,61928,10,0,6,0,feca,USA,NY,New York,107.170.127.117,,,0,,1.0,300
45380892,15103460,5,0,5,0,clixsense,PER,15,Lima,179.6.195.192,,,0,,1.0,300
45386372,63517,0,0,0,0,feca,,,,,,,0,,1.0,0
45390939,15140965,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45395923,65998,0,0,0,0,feca,,,,,,,0,,1.0,0
45397469,66304,0,0,0,0,feca,,,,,,,0,,1.0,0
45399692,66812,5,0,5,0,feca,IND,10,Faridabad,103.49.59.133,,,0,,1.0,0
45401553,FE1694DA991C1C6496031965FDA9D41F,5,0,5,0,neodev,VEN,06,San Félix,190.200.104.97,,,0,,1.0,300
45404259,66882,0,0,0,0,feca,,,,,,,0,,1.0,0
45408569,C90DC23FE1C8178F8FB2D67A827566BC,10,0,6,0,neodev,VEN,13,Barquisimeto,200.75.106.176,,,0,,1.0,300
45409486,4141979CC4BD1B131C4225EF31E8C1E3,5,0,5,0,neodev,VEN,04,Maracay,190.77.101.90,,,0,,1.0,300
45409889,02C195765E3F3D90D73D67AA042E19A6,10,0,6,0,neodev,VEN,04,Maracay,200.93.66.104,,,0,,1.0,600
45411312,6C1BB3E191C46E26EEFE8AB986B65DBB,10,0,6,0,neodev,VEN,04,Maracay,190.77.101.90,,,0,,1.0,600
45411474,68577,5,0,5,0,feca,USA,"","",63.246.153.83,,,0,,1.0,300
45413012,9C89178465D0CC83710AB5506CDE15E0,5,0,5,0,neodev,VEN,07,Montalbán,190.78.165.160,,,0,,1.0,0
45413473,71995,5,0,5,0,feca,VEN,25,Caracas,186.167.242.71,,,0,,1.0,0
45413570,72042,5,0,5,0,feca,VEN,11,Punto Fijo,186.88.94.69,,,0,,1.0,300
45418468,73609,5,0,5,0,feca,USA,TX,Dallas,198.96.95.202,,,0,,1.0,300
45418772,73807,5,0,5,0,feca,VEN,23,Maracaibo,190.124.30.124,,,0,,1.0,0
45434587,57211868840234EE6E334AF42C1D2A3F,5,0,5,0,neodev,VEN,07,Valencia,186.94.231.142,,,0,,1.0,300
45437943,79273,5,0,5,0,feca,USA,AZ,Phoenix,23.81.81.96,,,0,,1.0,300
45438289,79414,5,0,5,0,feca,VEN,25,Caracas,186.167.243.10,,,0,,1.0,0
45439116,79816,5,0,5,0,feca,USA,TX,Dallas,198.96.95.141,,,0,,1.0,0
45439158,79838,5,0,5,0,feca,VEN,25,Caracas,190.74.202.215,,,0,,1.0,300
45440043,80110,5,0,5,0,feca,USA,NJ,Clifton,104.236.53.155,,,0,,1.0,0
45441492,80630,5,0,5,0,feca,COL,34,Bogota,167.0.159.169,,,0,,1.0,300
45446930,82717,5,0,5,0,feca,USA,AZ,Goodyear,207.66.112.191,,,0,,1.0,0
45447221,65498453,10,0,6,0,clixsense,USA,VA,Reston,162.210.192.157,,,0,,1.0,600
45448481,79857,5,0,5,0,feca,RUS,54,Omsk,81.23.204.108,,,0,,1.0,300
45449861,83827,0,0,0,0,feca,,,,,,,0,,1.0,0
45450604,84038,5,0,5,0,feca,USA,NY,New York,23.105.143.134,,,0,,1.0,0
45450615,84041,0,0,0,0,feca,,,,,,,0,,1.0,0
45453186,85125,5,0,5,0,feca,USA,NJ,Clifton,104.236.70.228,,,0,,1.0,300
45453931,65600530,5,0,5,0,clixsense,USA,DE,"",108.59.0.37,,,0,,1.0,0
45453988,85407,5,0,5,0,feca,USA,WA,Kent,173.205.92.77,,,0,,1.0,0
45455702,86061,5,0,5,0,feca,VEN,04,Cagua,186.92.88.215,,,0,,1.0,300
45456500,86256,5,0,5,0,feca,IND,07,Delhi,42.108.167.78,,,0,,1.0,0
45459687,86616,5,0,5,0,feca,ARG,07,Buenos Aires,201.255.7.29,,,0,,1.0,0
45469925,89959,5,0,5,0,feca,IND,10,Rohtak,157.36.86.250,,,0,,1.0,300
45470215,90021,5,0,5,0,feca,USA,NJ,Clifton,104.131.66.8,,,0,,1.0,0
45476888,66027743,5,0,5,0,clixsense,UKR,03,Novodnestrovsk,194.146.139.184,,,0,,1.0,0
45479900,93964,5,0,5,0,feca,VEN,25,Caracas,186.167.251.141,,,0,,1.0,300
45483215,95000,5,0,5,0,feca,VEN,11,Agua Salada,190.205.89.84,,,0,,1.0,300
45485489,95508,5,0,5,0,feca,VEN,25,Caracas,186.167.242.161,,,0,,1.0,0
45486112,66207155,5,0,5,0,clixsense,VEN,18,Araure,200.109.199.70,,,0,,1.0,0
45486533,92287,10,0,6,0,feca,USA,AZ,Phoenix,23.81.49.122,,,0,,1.0,300
45486732,96269,5,0,5,0,feca,USA,NJ,Clifton,104.236.53.155,,,0,,1.0,0
45487337,D7004E1DD1C283A1B54F3332206396E9,10,0,6,0,neodev,VEN,06,Puerto Ordaz,190.198.94.24,,,0,,1.0,600
45489128,95661,5,0,5,0,feca,VEN,07,Valencia,190.38.160.108,,,0,,1.0,0
45500898,101260,5,0,5,0,feca,RUS,65,Tolyatti,2.95.179.163,,,0,,1.0,0
45501284,101392,5,0,5,0,feca,USA,NJ,Clifton,104.236.70.228,,,0,,1.0,0
45511766,103680,5,0,5,0,feca,ARG,05,Cordoba,190.231.45.190,,,0,,1.0,300
45514232,66781897,5,0,5,0,clixsense,VEN,25,Caracas,201.248.15.236,,,0,,1.0,0
45518486,105291,5,0,5,0,feca,VEN,25,Caracas,186.167.245.114,,,0,,1.0,0
45530319,67113555,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45534074,67182618,10,0,6,0,clixsense,VEN,25,Caracas,186.167.245.50,,,0,,1.0,300
45535074,108682,5,0,5,0,feca,VEN,07,Valencia,190.38.160.108,,,0,,1.0,300
45535996,108905,5,0,5,0,feca,USA,VA,Manassas,23.105.0.162,,,0,,1.0,0
45537461,109339,10,0,6,0,feca,USA,AZ,Phoenix,209.50.48.91,,,0,,1.0,300
45540731,67338760,5,0,5,0,clixsense,VEN,23,Maracaibo,190.205.74.199,,,0,,1.0,0
45540936,110085,5,0,5,0,feca,VEN,25,Caracas,190.74.202.215,,,0,,1.0,0
45540964,110091,5,0,5,0,feca,VEN,13,Barquisimeto,201.249.110.13,,,0,,1.0,0
45542500,110790,5,0,5,0,feca,VEN,04,Barrio Campo Alegre,186.89.229.85,,,0,,1.0,0
45543121,110978,5,0,5,0,feca,VEN,04,Maracay,190.38.38.226,,,0,,1.0,0
45545128,111533,5,0,5,0,feca,USA,AZ,Phoenix,23.81.61.180,,,0,,1.0,300
45545208,111555,5,0,5,0,feca,USA,AZ,Phoenix,23.81.61.77,,,0,,1.0,0
45550442,67508757,5,0,5,0,clixsense,UKR,14,Lugansk,176.113.230.123,,,0,,1.0,0
45550745,DED00302D6903678E6FC12140E27DCCE,5,0,5,0,neodev,VEN,25,Caracas,190.79.73.83,,,0,,1.0,300
45555745,C2518860DF974AB1514FB4CA2928E334,5,0,5,0,neodev,COL,34,Bogota,181.59.243.137,,,0,,1.0,300
45573404,118599,0,0,0,0,feca,,,,,,,0,,1.0,0
45578393,68135210,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45580227,120452,10,0,6,0,feca,USA,DE,Wilmington,23.227.192.122,,,0,,1.0,300
45581310,68200811,5,0,5,0,clixsense,ARG,07,Buenos Aires,201.255.7.29,,,0,,1.0,300
45582577,121054,5,0,5,0,feca,VEN,25,Caracas,186.93.93.253,,,0,,1.0,0
45586176,121959,5,0,5,0,feca,USA,NJ,Clifton,104.131.19.173,,,0,,1.0,300
45597315,124406,5,0,5,0,feca,USA,TX,Dallas,198.96.95.159,,,0,,1.0,0
45597630,124614,5,0,5,0,feca,USA,AZ,Chandler,23.81.95.76,,,0,,1.0,0
45598239,125015,5,0,5,0,feca,USA,NJ,Clifton,104.236.74.212,,,0,,1.0,300
45599280,125664,0,0,0,0,feca,,,,,,,0,,1.0,0
45599411,125561,5,0,5,0,feca,USA,FL,Miami,37.120.157.204,,,0,,1.0,0
45599618,125899,5,0,5,0,feca,USA,NJ,Clifton,104.131.176.234,,,0,,1.0,0
45600048,126140,5,0,5,0,feca,USA,NY,New York,162.243.246.160,,,0,,1.0,300
45601404,126893,10,0,6,0,feca,USA,NJ,Clifton,104.131.188.187,,,0,,1.0,600
45601600,127012,0,0,0,0,feca,,,,,,,0,,1.0,0
45601722,124935,5,0,5,0,feca,EGY,17,Assiut,197.36.243.44,,,0,,1.0,0
45601841,127156,10,0,6,0,feca,SGP,"","",172.241.250.172,,,0,,1.0,600
45602489,127548,0,0,0,0,feca,,,,,,,0,,1.0,0
45602726,127720,5,0,5,0,feca,USA,"","",174.128.181.181,,,0,,1.0,0
45602898,127849,5,0,5,0,feca,USA,NJ,Clifton,104.236.70.228,,,0,,1.0,0
45604171,128332,10,0,6,0,feca,ECU,18,Quito,201.183.144.205,,,0,,1.0,600
45604336,AE6F5818230C6BEE999200CE4C413AA0,10,0,6,0,neodev,USA,FL,Saint Petersburg,72.187.235.121,,,0,,1.0,300
45610734,129763,5,0,5,0,feca,VEN,25,Caracas,186.167.249.39,,,0,,1.0,0
45613266,130301,5,0,5,0,feca,VEN,02,Bergantín,190.205.157.143,,,0,,1.0,300
45618657,131611,5,0,5,0,feca,VEN,19,Altagracia,190.203.231.179,,,0,,1.0,0
45618840,131657,5,0,5,0,feca,VEN,25,Caracas,201.208.197.150,,,0,,1.0,0
45619688,68965007,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45619951,131888,5,0,5,0,feca,VEN,25,Caracas,186.167.251.13,,,0,,1.0,300
45621096,69003636,10,0,6,0,clixsense,USA,NJ,Clifton,104.236.213.230,,,0,,1.0,300
45627834,133777,5,0,5,0,feca,USA,FL,Miami,173.44.36.183,,,0,,1.0,0
45627903,133797,5,0,5,0,feca,VEN,07,Valencia,201.243.192.137,,,0,,1.0,300
45631131,134595,10,0,6,0,feca,USA,NJ,Clifton,138.197.26.186,,,0,,1.0,0
45633693,135210,5,0,5,0,feca,VEN,26,La Guaira,201.243.52.85,,,0,,1.0,0
45637507,136063,5,0,5,0,feca,USA,NJ,Clifton,104.236.205.233,,,0,,1.0,0
45638107,136343,5,0,5,0,feca,USA,FL,Miami,104.223.127.219,,,0,,1.0,0
45641408,69563985,5,0,5,0,clixsense,RUS,"","",185.135.82.105,,,0,,1.0,0
45641995,137331,0,0,0,0,feca,,,,,,,0,,1.0,0
