_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,age,gender,age_gold,gender_gold,image_url
2617202727,1/29/2020 15:10:15,false,5439093135,,1/29/2020 15:09:32,false,feca,1.0,45323926,VEN,18,Araure,190.207.194.122,26,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/15F_NE_C.jpeg
2617202727,1/29/2020 15:10:23,false,5439093348,,1/29/2020 15:09:34,false,neodev,1.0,45408569,VEN,13,Barquisimeto,200.75.106.176,20,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/15F_NE_C.jpeg
2617202728,1/29/2020 15:09:48,false,5439092430,,1/29/2020 15:09:27,false,feca,1.0,45631131,USA,NJ,Clifton,138.197.26.186,30,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/16F_NE_C.jpeg
2617202728,1/29/2020 15:09:53,false,5439092549,,1/29/2020 15:09:27,false,clixsense,1.0,45447221,USA,VA,Reston,162.210.192.157,25,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/16F_NE_C.jpeg
2617202728,1/29/2020 15:10:42,false,5439093849,,1/29/2020 15:09:29,false,clixsense,1.0,45621096,USA,NJ,Clifton,104.236.213.230,30,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/16F_NE_C.jpeg
2617202729,1/29/2020 15:09:38,false,5439092182,,1/29/2020 15:09:07,false,feca,1.0,45601404,USA,NJ,Clifton,104.131.188.187,29,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/17F_NE_C.jpeg
2617202729,1/29/2020 15:09:43,false,5439092326,,1/29/2020 15:09:16,false,feca,1.0,45604171,ECU,18,Quito,201.183.144.205,24,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/17F_NE_C.jpeg
2617202729,1/29/2020 15:10:05,false,5439092846,,1/29/2020 15:09:09,false,feca,1.0,45379964,USA,NY,New York,107.170.127.117,25,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/17F_NE_C.jpeg
2617202730,1/29/2020 15:09:48,false,5439092429,,1/29/2020 15:09:27,false,feca,1.0,45631131,USA,NJ,Clifton,138.197.26.186,26,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/18F_NE_C.jpeg
2617202730,1/29/2020 15:09:53,false,5439092533,,1/29/2020 15:09:27,false,clixsense,1.0,45447221,USA,VA,Reston,162.210.192.157,25,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/18F_NE_C.jpeg
2617202730,1/29/2020 15:10:42,false,5439093852,,1/29/2020 15:09:29,false,clixsense,1.0,45621096,USA,NJ,Clifton,104.236.213.230,22,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/18F_NE_C.jpeg
2617202731,1/29/2020 15:10:11,false,5439093002,,1/29/2020 15:09:33,false,feca,1.0,45202479,VEN,25,Caracas,186.167.242.50,33,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/19F_NE_C.jpeg
2617202731,1/29/2020 15:10:15,false,5439093139,,1/29/2020 15:09:32,false,feca,1.0,45323926,VEN,18,Araure,190.207.194.122,26,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/19F_NE_C.jpeg
2617202731,1/29/2020 15:10:23,false,5439093360,,1/29/2020 15:09:34,false,neodev,1.0,45408569,VEN,13,Barquisimeto,200.75.106.176,29,female,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/19F_NE_C.jpeg
2617202732,1/29/2020 15:10:04,false,5439092836,,1/29/2020 15:09:18,false,feca,1.0,45486533,USA,AZ,Phoenix,23.81.49.122,35,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/20M_NE_C.jpeg
2617202732,1/29/2020 15:10:04,false,5439092853,,1/29/2020 15:09:17,false,feca,1.0,45158734,VEN,25,Caracas,186.167.248.183,36,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/20M_NE_C.jpeg
2617202732,1/29/2020 15:10:21,false,5439093303,,1/29/2020 15:09:17,false,clixsense,1.0,45298923,VEN,03,Arichuna,190.78.14.164,32,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/20M_NE_C.jpeg
2617202733,1/29/2020 15:09:55,false,5439092570,,1/29/2020 15:09:32,false,neodev,1.0,45409889,VEN,04,Maracay,200.93.66.104,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/21M_NE_C.jpeg
2617202733,1/29/2020 15:10:01,false,5439092735,,1/29/2020 15:09:31,false,feca,1.0,45169433,VEN,04,Maracay,190.204.254.57,34,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/21M_NE_C.jpeg
2617202733,1/29/2020 15:10:18,false,5439093225,,1/29/2020 15:09:32,false,neodev,0.8333,45085932,VEN,25,Caracas,201.209.254.143,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/21M_NE_C.jpeg
2617202734,1/29/2020 15:09:38,false,5439092179,,1/29/2020 15:09:07,false,feca,1.0,45601404,USA,NJ,Clifton,104.131.188.187,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/22M_NE_C.jpeg
2617202734,1/29/2020 15:09:43,false,5439092330,,1/29/2020 15:09:16,false,feca,1.0,45604171,ECU,18,Quito,201.183.144.205,22,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/22M_NE_C.jpeg
2617202734,1/29/2020 15:10:05,false,5439092849,,1/29/2020 15:09:09,false,feca,1.0,45379964,USA,NY,New York,107.170.127.117,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/22M_NE_C.jpeg
2617202735,1/29/2020 15:10:04,false,5439092832,,1/29/2020 15:09:18,false,feca,1.0,45486533,USA,AZ,Phoenix,23.81.49.122,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/23M_NE_C.jpeg
2617202735,1/29/2020 15:10:04,false,5439092841,,1/29/2020 15:09:17,false,feca,1.0,45158734,VEN,25,Caracas,186.167.248.183,29,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/23M_NE_C.jpeg
2617202735,1/29/2020 15:10:21,false,5439093298,,1/29/2020 15:09:17,false,clixsense,1.0,45298923,VEN,03,Arichuna,190.78.14.164,33,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/23M_NE_C.jpeg
2617202736,1/29/2020 15:09:56,false,5439092614,,1/29/2020 15:09:31,false,feca,1.0,45601841,SGP,"","",172.241.250.172,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/24M_NE_C.jpeg
2617202736,1/29/2020 15:10:01,false,5439092752,,1/29/2020 15:09:30,false,neodev,1.0,45089348,VEN,19,Altagracia,186.89.224.251,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/24M_NE_C.jpeg
2617202736,1/29/2020 15:10:20,false,5439093293,,1/29/2020 15:09:29,false,clixsense,1.0,45534074,VEN,25,Caracas,186.167.245.50,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/24M_NE_C.jpeg
2617202737,1/29/2020 15:09:46,false,5439092363,,1/29/2020 15:09:22,false,neodev,1.0,45487337,VEN,06,Puerto Ordaz,190.198.94.24,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/25M_NE_C.jpeg
2617202737,1/29/2020 15:09:53,false,5439092510,,1/29/2020 15:09:22,false,clixsense,1.0,40464223,MEX,15,Valle De Chalco,189.217.41.66,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/25M_NE_C.jpeg
2617202737,1/29/2020 15:09:53,false,5439092526,,1/29/2020 15:09:20,false,neodev,1.0,45411312,VEN,04,Maracay,190.77.101.90,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/25M_NE_C.jpeg
2617202738,1/29/2020 15:09:56,false,5439092620,,1/29/2020 15:09:31,false,feca,1.0,45601841,SGP,"","",172.241.250.172,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/26M_NE_C.jpeg
2617202738,1/29/2020 15:10:01,false,5439092764,,1/29/2020 15:09:30,false,neodev,1.0,45089348,VEN,19,Altagracia,186.89.224.251,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/26M_NE_C.jpeg
2617202738,1/29/2020 15:10:20,false,5439093290,,1/29/2020 15:09:29,false,clixsense,1.0,45534074,VEN,25,Caracas,186.167.245.50,33,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/26M_NE_C.jpeg
2617202739,1/29/2020 15:09:55,false,5439092564,,1/29/2020 15:09:32,false,neodev,1.0,45409889,VEN,04,Maracay,200.93.66.104,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/27M_NE_C.jpeg
2617202739,1/29/2020 15:10:01,false,5439092736,,1/29/2020 15:09:31,false,feca,1.0,45169433,VEN,04,Maracay,190.204.254.57,33,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/27M_NE_C.jpeg
2617202739,1/29/2020 15:10:18,false,5439093217,,1/29/2020 15:09:32,false,neodev,0.8333,45085932,VEN,25,Caracas,201.209.254.143,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/27M_NE_C.jpeg
2617202740,1/29/2020 15:09:42,false,5439092291,,1/29/2020 15:09:25,false,feca,1.0,45180229,VEN,19,Altagracia,201.242.101.168,20,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/28M_NE_C.jpeg
2617202740,1/29/2020 15:09:56,false,5439092633,,1/29/2020 15:09:25,false,neodev,1.0,44989347,VEN,25,Caracas,186.167.245.180,27,unsure,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/28M_NE_C.jpeg
2617202740,1/29/2020 15:09:57,false,5439092651,,1/29/2020 15:09:23,false,clixsense,1.0,44950037,VEN,04,Maracay,190.39.44.212,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/28M_NE_C.jpeg
2617202741,1/29/2020 15:09:38,false,5439092190,,1/29/2020 15:09:07,false,feca,1.0,45601404,USA,NJ,Clifton,104.131.188.187,29,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/29M_NE_C.jpeg
2617202741,1/29/2020 15:09:43,false,5439092323,,1/29/2020 15:09:16,false,feca,1.0,45604171,ECU,18,Quito,201.183.144.205,27,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/29M_NE_C.jpeg
2617202741,1/29/2020 15:10:05,false,5439092858,,1/29/2020 15:09:09,false,feca,1.0,45379964,USA,NY,New York,107.170.127.117,30,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/29M_NE_C.jpeg
2617202742,1/29/2020 15:09:42,false,5439092282,,1/29/2020 15:09:25,false,feca,1.0,45180229,VEN,19,Altagracia,201.242.101.168,21,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/30M_NE_C.jpeg
2617202742,1/29/2020 15:09:56,false,5439092637,,1/29/2020 15:09:25,false,neodev,1.0,44989347,VEN,25,Caracas,186.167.245.180,33,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/30M_NE_C.jpeg
2617202742,1/29/2020 15:09:57,false,5439092647,,1/29/2020 15:09:23,false,clixsense,1.0,44950037,VEN,04,Maracay,190.39.44.212,27,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/30M_NE_C.jpeg
2617202743,1/29/2020 15:09:24,false,5439091733,,1/29/2020 15:09:02,false,feca,1.0,45180229,VEN,19,Altagracia,201.242.101.168,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/31M_NE_C.jpeg
2617202743,1/29/2020 15:09:38,false,5439092198,,1/29/2020 15:08:59,false,neodev,1.0,45604336,USA,FL,Saint Petersburg,72.187.235.121,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/31M_NE_C.jpeg
2617202743,1/29/2020 15:09:43,false,5439092328,,1/29/2020 15:09:02,false,feca,1.0,45174125,VEN,16,Alto De Los Godos,190.37.112.107,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/31M_NE_C.jpeg
2617202744,1/29/2020 15:09:55,false,5439092561,,1/29/2020 15:09:32,false,neodev,1.0,45409889,VEN,04,Maracay,200.93.66.104,33,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/32M_NE_C.jpeg
2617202744,1/29/2020 15:10:01,false,5439092738,,1/29/2020 15:09:31,false,feca,1.0,45169433,VEN,04,Maracay,190.204.254.57,33,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/32M_NE_C.jpeg
2617202744,1/29/2020 15:10:18,false,5439093220,,1/29/2020 15:09:32,false,neodev,0.8333,45085932,VEN,25,Caracas,201.209.254.143,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/32M_NE_C.jpeg
2617202745,1/29/2020 15:10:04,false,5439092831,,1/29/2020 15:09:18,false,feca,1.0,45486533,USA,AZ,Phoenix,23.81.49.122,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/33M_NE_C.jpeg
2617202745,1/29/2020 15:10:04,false,5439092856,,1/29/2020 15:09:17,false,feca,1.0,45158734,VEN,25,Caracas,186.167.248.183,24,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/33M_NE_C.jpeg
2617202745,1/29/2020 15:10:21,false,5439093301,,1/29/2020 15:09:17,false,clixsense,1.0,45298923,VEN,03,Arichuna,190.78.14.164,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/33M_NE_C.jpeg
2617202746,1/29/2020 15:10:03,false,5439092805,,1/29/2020 15:09:37,false,clixsense,1.0,44967625,UKR,26,Zaporozhye,194.28.181.94,24,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/34M_NE_C.jpeg
2617202746,1/29/2020 15:10:08,false,5439092906,,1/29/2020 15:09:37,false,clixsense,1.0,44879128,VEN,25,Caracas,186.167.243.110,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/34M_NE_C.jpeg
2617202746,1/29/2020 15:10:13,false,5439093073,,1/29/2020 15:09:38,false,clixsense,1.0,45362307,USA,NY,Buffalo,198.12.76.220,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/34M_NE_C.jpeg
2617202747,1/29/2020 15:09:24,false,5439091730,,1/29/2020 15:09:02,false,feca,1.0,45180229,VEN,19,Altagracia,201.242.101.168,28,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/35M_NE_C.jpeg
2617202747,1/29/2020 15:09:38,false,5439092184,,1/29/2020 15:08:59,false,neodev,1.0,45604336,USA,FL,Saint Petersburg,72.187.235.121,22,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/35M_NE_C.jpeg
2617202747,1/29/2020 15:09:43,false,5439092319,,1/29/2020 15:09:02,false,feca,1.0,45174125,VEN,16,Alto De Los Godos,190.37.112.107,27,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/35M_NE_C.jpeg
2617202748,1/29/2020 15:09:48,false,5439092428,,1/29/2020 15:09:27,false,feca,1.0,45631131,USA,NJ,Clifton,138.197.26.186,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/36M_NE_C.jpeg
2617202748,1/29/2020 15:09:53,false,5439092545,,1/29/2020 15:09:27,false,clixsense,1.0,45447221,USA,VA,Reston,162.210.192.157,23,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/36M_NE_C.jpeg
2617202748,1/29/2020 15:10:42,false,5439093854,,1/29/2020 15:09:29,false,clixsense,1.0,45621096,USA,NJ,Clifton,104.236.213.230,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/36M_NE_C.jpeg
2617202749,1/29/2020 15:09:48,false,5439092433,,1/29/2020 15:09:27,false,feca,1.0,45631131,USA,NJ,Clifton,138.197.26.186,27,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/37M_NE_C.jpeg
2617202749,1/29/2020 15:09:53,false,5439092538,,1/29/2020 15:09:27,false,clixsense,1.0,45447221,USA,VA,Reston,162.210.192.157,24,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/37M_NE_C.jpeg
2617202749,1/29/2020 15:10:42,false,5439093845,,1/29/2020 15:09:29,false,clixsense,1.0,45621096,USA,NJ,Clifton,104.236.213.230,25,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/37M_NE_C.jpeg
2617202750,1/29/2020 15:10:08,false,5439092934,,1/29/2020 15:09:36,false,feca,1.0,45537461,USA,AZ,Phoenix,209.50.48.91,24,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/38M_NE_C.jpeg
2617202750,1/29/2020 15:10:19,false,5439093261,,1/29/2020 15:09:35,false,feca,1.0,45580227,USA,DE,Wilmington,23.227.192.122,31,male,,,https://nimstim-dataset-jpeg.s3.eu-west-2.amazonaws.com/38M_NE_C.jpeg
