File Name,Target ID,Race,Gender,Emotion,Age,Origin,amazon_age_low,amazon_age_high,amazon_smile,amazon_smile_confidence,amazon_gender,amazon_gender_confidence,amazon_emotion,clarifai_race,clarifai_race_confidence,clarifai_gender,clarifai_gender_confidence,clarifai_age,clarifai_age_confidence,face++_gender,face++_age,face++_emotion,face++_smile,microsoft_gender,microsoft_age,microsoft_emotion,microsoft_smile,amazon_age_average,microsoft_smile_confidence
CFD-BM-044-051-F.jpg,BM-044,2,2,4,36,CFD,32,48,1,88.42391204833984,2,97.4565887451172,7,1,0.763458788,2,0.8832899329999999,47,0.363525331,2,54,7,1,2,35.0,5,1,40.0,0.585
CFD-BM-044-001-N.jpg,BM-044,2,2,2,36,CFD,33,49,0,99.53491973876952,2,98.10531616210938,2,5,0.36868172899999996,2,0.99550277,45,0.711945653,2,52,2,0,2,30.0,2,0,41.0,0.0
CFD-BM-044-037-HO.jpg,BM-044,2,2,5,36,CFD,31,47,1,99.9071807861328,2,99.8482437133789,5,3,0.359220624,2,0.987683415,45,0.641977906,2,53,5,1,2,37.0,5,1,39.0,1.0
CFD-BM-044-038-HC.jpg,BM-044,2,2,5,36,CFD,32,48,1,98.7451171875,2,99.80859375,5,2,0.389234155,2,0.9959239959999999,45,0.661225498,2,50,5,1,2,36.0,5,1,40.0,1.0
CFD-WM-010-001-N.jpg,WM-010,4,2,2,27,CFD,22,34,0,99.43778228759766,2,98.1953353881836,2,4,0.9932694440000001,2,0.9950176479999999,36,0.622698128,2,34,2,0,2,28.0,2,0,28.0,0.0
CFD-WM-010-016-A.jpg,WM-010,4,2,1,27,CFD,22,34,0,96.73287963867188,2,99.35810089111328,0,4,0.976854563,2,0.9971027370000001,37,0.641012192,2,34,2,0,2,28.0,2,0,28.0,0.002
CFD-WM-010-007-HC.jpg,WM-010,4,2,5,27,CFD,22,34,0,81.60455322265625,2,95.5295639038086,2,4,0.992459655,2,0.99969995,39,0.609336674,2,28,2,0,2,29.0,2,0,28.0,0.475
CFD-WM-010-004-HO.jpg,WM-010,4,2,5,27,CFD,22,34,1,89.67914581298828,2,99.29322052001952,5,4,0.995275259,2,0.9993410709999999,36,0.613447428,2,28,5,1,2,26.0,5,1,28.0,0.963
CFD-WM-010-020-F.jpg,WM-010,4,2,4,27,CFD,22,34,0,93.9367904663086,2,97.39896392822266,7,4,0.9509164090000001,2,0.999300838,36,0.5259389879999999,2,25,7,0,2,30.0,7,0,28.0,0.0
CFD-WM-222-057-N.jpg,WM-222,4,2,2,33,CFD,26,42,0,99.78875732421876,2,98.8159408569336,2,4,0.7940351959999999,2,0.992112696,45,0.691703856,2,41,2,0,2,35.0,2,0,34.0,0.0
CFD-BM-043-072-HC.jpg,BM-043,2,2,5,24,CFD,14,26,1,95.95825958251952,2,99.8873291015625,5,2,0.991771519,2,0.99462086,38,0.584875345,2,33,5,1,2,26.0,5,1,20.0,0.9990000000000001
CFD-BM-043-014-A.jpg,BM-043,2,2,1,24,CFD,23,35,0,95.6042022705078,2,96.7780990600586,1,2,0.993694305,2,0.9992345570000001,39,0.547597885,2,35,1,0,2,29.0,2,0,29.0,0.0
CFD-BM-043-071-N.jpg,BM-043,2,2,2,24,CFD,21,33,0,99.76783752441406,2,99.36844635009766,2,2,0.99703306,2,0.996228337,39,0.56813705,2,33,2,0,2,25.0,2,0,27.0,0.0
CFD-BM-043-076-HO.jpg,BM-043,2,2,5,24,CFD,22,34,1,99.91869354248048,2,99.56895446777344,5,2,0.992328048,2,0.998313665,39,0.601065755,2,32,5,1,2,27.0,5,1,28.0,1.0
CFD-BM-225-154-N.jpg,BM-225,2,2,2,47,CFD,31,47,0,98.5739974975586,2,99.89037322998048,2,2,0.9977608920000001,2,0.907916725,55,0.476997375,2,54,2,0,2,42.0,2,0,39.0,0.001
CFD-WM-249-239-N.jpg,WM-249,4,2,2,43,CFD,32,48,0,99.30697631835938,2,99.09342193603516,2,4,0.9920662640000001,2,0.995165527,45,0.875237823,2,49,2,0,2,38.0,2,0,40.0,0.0
CFD-BM-017-064-F.jpg,BM-017,2,2,4,32,CFD,23,35,0,88.19651794433594,2,75.6485366821289,0,2,0.9197188620000001,2,0.777159452,39,0.38582021,2,59,4,0,2,30.0,7,0,29.0,0.0
CFD-BM-017-035-A.jpg,BM-017,2,2,1,32,CFD,24,38,0,96.41210174560548,2,88.7394790649414,1,2,0.999887705,2,0.549517095,36,0.417898774,2,55,1,0,2,30.0,1,0,31.0,0.0
CFD-BM-017-052-HC.jpg,BM-017,2,2,5,32,CFD,43,61,1,97.5641632080078,2,99.2222900390625,5,2,0.999394178,2,0.769368112,45,0.461704493,2,59,5,1,2,30.0,5,1,52.0,0.986
CFD-BM-017-021-N.jpg,BM-017,2,2,2,32,CFD,24,38,0,97.25689697265624,2,71.93218994140625,2,2,0.9913257959999999,2,0.695652783,39,0.473513544,2,47,2,0,2,28.0,2,0,31.0,0.0
CFD-AM-235-241-N.jpg,AM-235,1,2,2,35,CFD,29,45,0,98.1015167236328,2,98.63277435302734,2,1,0.536281288,2,0.999565244,39,0.735402584,2,37,2,0,2,28.0,2,0,37.0,0.0
CFD-BM-028-012-A.jpg,BM-028,2,2,1,24,CFD,31,47,0,98.97647857666016,2,98.72669219970705,2,2,0.993547678,2,0.786595523,39,0.582613707,2,26,2,0,2,25.0,2,0,39.0,0.0
CFD-BM-028-031-HC.jpg,BM-028,2,2,5,24,CFD,30,46,1,90.94635009765624,2,99.33506774902344,5,2,0.9940990209999999,2,0.959229529,39,0.699626207,2,24,5,1,2,25.0,5,1,38.0,0.993
CFD-BM-028-050-F.jpg,BM-028,2,2,4,24,CFD,22,34,0,94.20115661621094,2,98.98067474365234,7,2,0.97532773,2,0.7599499820000001,39,0.650570631,2,28,7,0,2,26.0,7,0,28.0,0.0
CFD-BM-028-002-N.jpg,BM-028,2,2,2,24,CFD,30,46,0,99.4034423828125,2,98.3225555419922,2,2,0.999488115,2,0.8436737059999999,39,0.776543379,2,37,2,0,2,25.0,2,0,38.0,0.0
CFD-BM-028-028-HO.jpg,BM-028,2,2,5,24,CFD,24,38,1,99.7043685913086,2,99.38314056396484,5,2,0.9981752629999999,2,0.974722385,39,0.7625223990000001,2,39,5,1,2,27.0,5,1,31.0,1.0
CFD-LF-225-164-N.jpg,LF-225,3,1,2,24,CFD,22,34,0,99.68128204345705,1,99.77775573730469,2,3,0.663341284,1,0.750169814,24,0.436264098,1,25,2,0,1,23.0,2,0,28.0,0.0
CFD-BM-010-019-A.jpg,BM-010,2,2,1,22,CFD,23,35,0,87.20306396484375,2,99.40184020996094,3,2,0.8832771779999999,2,0.998583198,28,0.430315971,2,36,3,0,2,25.0,2,0,29.0,0.11800000000000001
CFD-BM-010-003-N.jpg,BM-010,2,2,2,22,CFD,21,33,0,97.07638549804688,2,99.3384017944336,2,2,0.993361473,2,0.998113275,36,0.5752005579999999,2,23,2,0,2,24.0,2,0,27.0,0.0
CFD-BM-010-004-HO.jpg,BM-010,2,2,5,22,CFD,22,34,1,99.97371673583984,2,99.42965698242188,5,2,0.9999284740000001,2,0.837572932,36,0.411269844,2,29,5,1,2,28.0,5,1,28.0,1.0
CFD-BM-010-015-F.jpg,BM-010,2,2,4,22,CFD,23,35,1,98.67406463623048,2,99.58396911621094,5,2,0.995518267,2,0.838700294,39,0.515968263,2,31,5,1,2,22.0,5,1,29.0,0.945
CFD-BM-222-173-N.jpg,BM-222,2,2,2,35,CFD,32,48,0,98.14229583740234,2,98.04995727539062,2,1,0.9861372709999999,2,0.954578757,42,0.745474517,2,43,2,0,2,37.0,2,0,40.0,0.002
CFD-LF-222-147-N.jpg,LF-222,3,1,2,27,CFD,22,34,0,99.20906066894531,1,99.07429504394531,2,1,0.622065008,1,0.9586893320000001,38,0.724865377,1,33,2,0,1,24.0,2,0,28.0,0.0
CFD-AM-232-251-N.jpg,AM-232,1,2,2,27,CFD,26,40,0,99.21243286132812,2,97.20738983154295,2,1,0.93868959,2,0.998672962,39,0.769944727,2,38,3,0,2,28.0,2,0,33.0,0.0
CFD-BM-026-017-A.jpg,BM-026,2,2,1,26,CFD,22,34,0,85.69247436523438,2,94.51051330566406,3,2,0.998739302,2,0.999919653,38,0.58919704,2,28,1,0,2,26.0,1,0,28.0,0.0
CFD-BM-026-002-N.jpg,BM-026,2,2,2,26,CFD,22,34,0,99.22354125976562,2,99.55028533935548,2,2,0.999136627,2,0.999754965,24,0.579369962,2,22,3,0,2,23.0,2,0,28.0,0.0
CFD-BM-026-006-HC.jpg,BM-026,2,2,5,26,CFD,32,48,1,99.06623840332031,2,99.5031967163086,5,2,0.9877250790000001,2,0.977657914,39,0.422836959,2,44,5,1,2,26.0,5,1,40.0,0.9990000000000001
CFD-BM-026-041-F.jpg,BM-026,2,2,4,26,CFD,22,34,0,92.4674072265625,2,95.09860229492188,4,2,0.9992990490000001,2,0.999598622,24,0.43878918899999997,2,22,4,0,2,25.0,7,0,28.0,0.0
CFD-BM-026-009-HO.jpg,BM-026,2,2,5,26,CFD,29,45,1,99.98712158203124,2,99.61287689208984,5,2,0.9868861440000001,2,0.9977223279999999,40,0.521205127,2,26,5,1,2,26.0,5,1,37.0,1.0
CFD-BM-214-075-N.jpg,BM-214,2,2,2,27,CFD,22,34,0,98.93436431884766,2,99.0436019897461,2,2,0.9974164959999999,2,0.99895072,38,0.763954163,2,23,2,0,2,23.0,2,0,28.0,0.0
CFD-LF-214-090-N.jpg,LF-214,3,1,2,29,CFD,22,34,0,94.70960998535156,1,99.04254913330078,1,3,0.7817851309999999,1,0.991710603,40,0.839529753,1,36,2,0,1,30.0,2,0,28.0,0.0
CFD-AM-204-122-N.jpg,AM-204,1,2,2,23,CFD,22,34,0,98.75920867919922,2,70.46759796142578,2,1,0.94117856,2,0.9997944240000001,27,0.549508452,2,24,2,0,2,18.0,2,0,28.0,0.001
CFD-WM-247-084-N.jpg,WM-247,4,2,2,25,CFD,21,33,0,99.89241027832031,2,96.03060913085938,2,4,0.38878071299999994,2,0.9998832940000001,27,0.585546374,2,24,2,0,2,23.0,2,0,27.0,0.0
CFD-BM-019-002-N.jpg,BM-019,2,2,2,21,CFD,15,27,0,97.47066497802734,2,72.67394256591797,2,2,0.9999307390000001,2,0.9998782279999999,24,0.523749948,2,25,2,0,2,18.0,2,0,21.0,0.0
CFD-BM-019-004-HO.jpg,BM-019,2,2,5,21,CFD,22,34,1,99.98487091064452,2,98.45256042480469,5,2,0.999536037,2,0.997147322,34,0.536243916,2,23,5,1,2,19.0,5,1,28.0,1.0
CFD-BM-019-049-F.jpg,BM-019,2,2,4,21,CFD,22,34,0,88.8405532836914,2,60.92269897460938,4,2,0.9999067779999999,2,0.9896450040000001,39,0.402073711,2,24,1,0,2,20.0,7,0,28.0,0.0
CFD-BM-019-045-A.jpg,BM-019,2,2,1,21,CFD,24,38,0,88.17369842529297,2,93.07416534423828,6,2,0.999847651,2,0.9988769890000001,36,0.49354466799999996,2,27,1,0,2,19.0,2,0,31.0,0.0
CFD-BM-019-008-HC.jpg,BM-019,2,2,5,21,CFD,28,44,1,99.20944213867188,2,97.34151458740234,5,2,0.999867022,2,0.994921982,36,0.5158934589999999,2,24,5,1,2,19.0,5,1,36.0,0.9990000000000001
CFD-BM-213-134-N.jpg,BM-213,2,2,2,40,CFD,24,38,0,90.5135726928711,2,99.2708740234375,2,2,0.9999561309999999,2,0.9993246790000001,45,0.337079346,2,40,2,0,2,33.0,2,0,31.0,0.006
CFD-BM-021-021-N.jpg,BM-021,2,2,2,36,CFD,31,47,0,93.40613555908205,2,96.40681457519531,2,2,0.9979211090000001,2,0.99941498,44,0.729480624,2,46,2,0,2,33.0,2,0,39.0,0.004
CFD-BM-021-029-F.jpg,BM-021,2,2,4,36,CFD,23,35,0,96.12806701660156,2,91.60401916503906,7,2,0.9903962609999999,2,0.9992716309999999,41,0.61499083,2,40,4,0,2,34.0,7,0,29.0,0.0
CFD-BM-021-022-HO.jpg,BM-021,2,2,5,36,CFD,28,44,1,99.98487091064452,2,99.61200714111328,5,2,0.999972761,2,0.997325063,39,0.650514603,2,38,5,1,2,36.0,5,1,36.0,1.0
CFD-BM-021-009-HC.jpg,BM-021,2,2,5,36,CFD,33,49,1,97.61367797851562,2,99.80311584472656,5,2,0.999173045,2,0.995603204,47,0.564761698,2,54,3,1,2,39.0,5,1,41.0,1.0
CFD-BM-021-026-A.jpg,BM-021,2,2,1,36,CFD,39,57,0,84.31169128417969,2,98.98268127441406,1,2,0.99869442,2,0.99508822,39,0.723714948,2,55,2,0,2,34.0,3,0,48.0,0.001
CFD-WM-240-125-N.jpg,WM-240,4,2,2,34,CFD,22,34,0,99.53208923339844,2,97.93018341064452,2,4,0.902196705,2,0.97868824,39,0.652040362,2,41,2,0,2,31.0,2,0,28.0,0.0
CFD-AM-203-086-N.jpg,AM-203,1,2,2,26,CFD,20,32,0,99.85909271240234,2,93.17090606689452,2,1,0.9995538,2,0.9999552970000001,35,0.487523854,2,27,2,0,2,25.0,2,0,26.0,0.0
CFD-LF-213-079-N.jpg,LF-213,3,1,2,25,CFD,16,28,0,99.7933349609375,1,98.02977752685548,2,3,0.9540048240000001,1,0.7888610359999999,39,0.51209259,1,32,2,0,1,20.0,2,0,22.0,0.0
CFD-WM-223-056-N.jpg,WM-223,4,2,2,42,CFD,32,48,0,99.25711059570312,2,99.82577514648438,2,5,0.433825791,2,0.997971773,47,0.639371812,2,49,2,0,2,43.0,2,0,40.0,0.0
CFD-WM-011-011-A.jpg,WM-011,4,2,1,30,CFD,27,43,0,97.13961029052734,2,95.36786651611328,1,4,0.7394042609999999,2,0.995973349,39,0.615559399,2,39,2,0,2,32.0,2,0,35.0,0.0
CFD-WM-011-002-N.jpg,WM-011,4,2,2,30,CFD,23,35,0,99.32396697998048,2,92.85454559326172,2,4,0.928595066,2,0.9999330040000001,39,0.588501096,2,37,2,0,2,29.0,2,0,29.0,0.0
CFD-WM-011-003-HO.jpg,WM-011,4,2,5,30,CFD,24,38,1,95.1171646118164,2,98.26492309570312,5,4,0.989427686,2,0.999960065,39,0.614574492,2,41,5,1,2,31.0,5,1,31.0,1.0
CFD-WM-011-019-F.jpg,WM-011,4,2,4,30,CFD,23,35,0,93.92412567138672,2,91.96041870117188,7,4,0.928041577,2,0.999776423,39,0.6071975829999999,2,39,7,0,2,31.0,7,0,29.0,0.0
CFD-WM-011-006-HC.jpg,WM-011,4,2,5,30,CFD,24,38,1,96.22428131103516,2,99.20989227294922,5,4,0.9967331890000001,2,0.9999790190000001,44,0.631779552,2,43,5,1,2,31.0,5,1,31.0,1.0
CFD-BM-248-128-N.jpg,BM-248,2,2,2,20,CFD,18,30,0,99.67697143554688,2,58.72210311889648,2,2,0.840549827,2,0.996822,23,0.630965114,2,21,2,0,2,20.0,2,0,24.0,0.0
CFD-WM-016-008-A.jpg,WM-016,4,2,1,30,CFD,22,34,0,98.96760559082031,2,98.91061401367188,1,4,0.9431970120000001,2,0.991427541,39,0.769910157,2,40,1,0,2,27.0,2,0,28.0,0.0
CFD-WM-016-002-HO.jpg,WM-016,4,2,5,30,CFD,22,34,1,99.29157257080078,2,98.08454895019531,5,4,0.9976660009999999,2,0.981092393,39,0.5349373820000001,2,37,5,1,2,29.0,5,1,28.0,1.0
CFD-WM-016-001-N.jpg,WM-016,4,2,2,30,CFD,20,32,0,99.359130859375,2,99.06736755371094,2,4,0.9337725640000001,2,0.995044589,39,0.709718108,2,32,2,0,2,28.0,2,0,26.0,0.0
CFD-WM-016-005-HC.jpg,WM-016,4,2,5,30,CFD,22,34,0,61.04138946533203,2,99.43517303466795,5,4,0.99423337,2,0.99409163,39,0.660592914,2,39,6,1,2,27.0,5,1,28.0,0.521
CFD-WM-224-197-N.jpg,WM-224,4,2,2,26,CFD,17,29,0,99.8874740600586,1,99.59876251220705,2,4,0.991319895,2,0.974579036,24,0.466638565,2,28,2,0,2,24.0,2,0,23.0,0.0
CFD-BM-045-004-N.jpg,BM-045,2,2,2,21,CFD,22,34,0,99.57099151611328,2,98.32181549072266,2,2,0.999996126,2,0.999450803,36,0.5354075429999999,2,21,2,0,2,21.0,2,0,28.0,0.0
CFD-BM-045-057-HC.jpg,BM-045,2,2,5,21,CFD,23,35,1,93.9459457397461,2,99.92169952392578,5,2,0.999999523,2,0.994457185,36,0.39599514,2,24,5,1,2,21.0,5,1,29.0,0.991
CFD-BM-045-055-HO.jpg,BM-045,2,2,5,21,CFD,22,34,1,99.90221405029295,2,98.97684478759766,5,2,0.999999583,2,0.999704719,24,0.646996021,2,22,5,1,2,21.0,5,1,28.0,1.0
CFD-BM-045-061-A.jpg,BM-045,2,2,1,21,CFD,23,35,0,91.34300994873048,2,98.9052734375,1,2,0.999857008,2,0.999686003,39,0.40240222200000003,2,32,1,0,2,19.0,1,0,29.0,0.0
CFD-BM-045-045-F.jpg,BM-045,2,2,4,21,CFD,33,49,1,82.60922241210938,2,98.50831604003906,4,2,0.999987066,2,0.9700938459999999,39,0.45109379299999997,2,28,4,1,2,26.0,4,0,41.0,0.003
CFD-WM-029-023-N.jpg,WM-029,4,2,2,28,CFD,23,35,0,99.91999816894531,2,99.51693725585938,2,4,0.9086967109999999,2,0.995065212,39,0.755930662,2,38,2,0,2,30.0,2,0,29.0,0.0
CFD-WM-029-014-A.jpg,WM-029,4,2,1,28,CFD,27,43,0,98.60149383544922,2,99.93367004394531,1,4,0.462255955,2,0.9653663640000001,39,0.779821277,2,43,2,0,2,32.0,2,0,35.0,0.0
CFD-WM-029-009-HC.jpg,WM-029,4,2,5,28,CFD,22,34,1,96.54676818847656,2,99.89141082763672,5,4,0.41751891399999996,2,0.9728106259999999,36,0.508185506,2,37,5,1,2,31.0,5,1,28.0,1.0
CFD-WM-029-020-F.jpg,WM-029,4,2,4,28,CFD,31,47,0,97.79473114013672,2,98.04997253417969,7,4,0.9112391470000001,2,0.955936193,45,0.48112955700000004,2,42,7,0,2,32.0,7,0,39.0,0.0
CFD-WM-029-029-HO.jpg,WM-029,4,2,5,28,CFD,22,34,1,99.95664978027344,2,99.86024475097656,5,4,0.6887869240000001,2,0.9453794959999999,39,0.577023745,2,44,5,1,2,32.0,5,1,28.0,1.0
CFD-LF-248-160-N.jpg,LF-248,3,1,2,31,CFD,22,34,0,99.18778228759766,1,99.90874481201172,2,3,0.641806185,1,0.5972988610000001,39,0.742450953,1,38,2,0,1,29.0,2,0,28.0,0.0
CFD-AM-251-124-N.jpg,AM-251,1,2,2,28,CFD,22,34,0,98.47066497802734,2,99.767333984375,2,1,0.99944675,2,0.999972522,36,0.626933813,2,26,2,0,2,26.0,2,0,28.0,0.0
CFD-WM-020-003-HO.jpg,WM-020,4,2,5,34,CFD,31,47,1,99.5528793334961,2,73.56901550292969,5,4,0.9985861779999999,2,0.982491791,47,0.664572001,2,50,5,1,2,42.0,5,1,39.0,1.0
CFD-WM-020-012-F.jpg,WM-020,4,2,4,34,CFD,37,55,0,78.82771301269531,2,91.6079559326172,0,4,0.991382003,2,0.940103114,47,0.558225334,2,45,1,1,2,47.0,5,1,46.0,0.687
CFD-WM-020-001-N.jpg,WM-020,4,2,2,34,CFD,32,48,0,99.32693481445312,2,74.42733001708984,6,4,0.972706437,2,0.7861117120000001,48,0.6475160120000001,2,40,2,0,2,33.0,2,0,40.0,0.0
CFD-WM-020-005-HC.jpg,WM-020,4,2,5,34,CFD,33,49,1,93.72268676757812,2,98.81072998046876,5,4,0.99698782,2,0.992730975,47,0.712287307,2,48,5,1,2,43.0,5,1,41.0,1.0
