File Name,Target ID,Image ID,Race,Gender,Expression,Clarifai Race,Race Confidence,Clarifai Gender,Gender Confidence,Clarifai Age,Age Confidence
CFD-BM-046-063-F.jpg,BM-046,63,B,M,F,black or african american,0.979710162,masculine,0.999344349,23,0.522851825
CFD-BM-046-042-HC.jpg,BM-046,42,B,M,HC,black or african american,0.990897357,masculine,0.999884367,23,0.607620835
CFD-BM-046-006-N.jpg,BM-046,6,B,M,N,black or african american,0.995886028,masculine,0.998973846,23,0.641709626
CFD-BF-050-008-HC.jpg,BF-050,8,B,F,HC,black or african american,0.999927282,masculine,0.794167161,23,0.622870922
CFD-BF-035-007-HC.jpg,BF-035,7,B,F,HC,black or african american,0.999989629,masculine,0.589151204,23,0.61926651
CFD-BF-035-023-F.jpg,BF-035,23,B,F,F,black or african american,0.999646664,masculine,0.982541561,23,0.700111568
CFD-BF-035-009-A.jpg,BF-035,9,B,F,A,black or african american,0.998603106,masculine,0.983894289,23,0.698575854
CFD-BF-207-004-N.jpg,BF-207,4,B,F,N,"hispanic, latino, or spanish origin",0.551042378,feminine,0.588149071,23,0.620796561
CFD-AF-217-155-N.jpg,AF-217,155,A,F,N,asian,0.659022391,masculine,0.682442248,23,0.659688532
CFD-BF-209-172-N.jpg,BF-209,172,B,F,N,"hispanic, latino, or spanish origin",0.475499123,masculine,0.725814819,23,0.500306189
CFD-BF-208-266-N.jpg,BF-208,266,B,F,N,black or african american,0.999909699,feminine,0.779151976,23,0.439200878
CFD-BF-034-044-F.jpg,BF-034,44,B,F,F,black or african american,0.999810338,masculine,0.655936837,23,0.360087544
CFD-BF-034-035-A.jpg,BF-034,35,B,F,A,black or african american,0.999126136,masculine,0.67476666,23,0.465482563
CFD-BF-011-021-F.jpg,BF-011,21,B,F,F,black or african american,0.999739408,feminine,0.777886033,23,0.391900331
CFD-BF-018-040-HO.jpg,BF-018,40,B,F,HO,black or african american,0.999984324,feminine,0.958975732,23,0.481085807
CFD-BF-018-044-F.jpg,BF-018,44,B,F,F,black or african american,0.999995828,feminine,0.909959316,23,0.384057045
CFD-BF-018-041-HC.jpg,BF-018,41,B,F,HC,black or african american,0.999989033,feminine,0.873831272,23,0.481748343
CFD-AF-251-093-N.jpg,AF-251,93,A,F,N,"hispanic, latino, or spanish origin",0.3419168,feminine,0.996615469,23,0.487580061
CFD-BF-042-036-F.jpg,BF-042,36,B,F,F,black or african american,0.998663306,masculine,0.801708579,23,0.770949364
CFD-BF-042-028-HO.jpg,BF-042,28,B,F,HO,black or african american,0.99786514,feminine,0.907105803,23,0.410877794
CFD-BF-042-034-A.jpg,BF-042,34,B,F,A,black or african american,0.998410702,feminine,0.989249468,23,0.642479777
CFD-BF-042-026-N.jpg,BF-042,26,B,F,N,black or african american,0.998625755,feminine,0.676660776,23,0.658929646
CFD-BF-021-014-HO.jpg,BF-021,14,B,F,HO,black or african american,0.999548733,masculine,0.525433958,23,0.460388988
CFD-BF-021-012-F.jpg,BF-021,12,B,F,F,black or african american,0.999872327,feminine,0.817598224,23,0.452150106
CFD-WF-249-126-N.jpg,WF-249,126,W,F,N,asian,0.535904825,feminine,0.973919511,23,0.680268884
CFD-WF-010-008-HC.jpg,WF-010,8,W,F,HC,white,0.99618274,masculine,0.514687419,23,0.632678032
CFD-WF-010-004-N.jpg,WF-010,4,W,F,N,white,0.9887591,masculine,0.957928121,23,0.555763781
CFD-WF-010-013-F.jpg,WF-010,13,W,F,F,white,0.979599118,feminine,0.688532829,23,0.608842611
CFD-LM-249-001-N.jpg,LM-249,1,L,M,N,asian,0.930713475,masculine,0.999727488,23,0.670013845
CFD-WM-001-011-HO.jpg,WM-001,11,W,M,HO,white,0.987116098,masculine,0.997527719,23,0.669347763
CFD-WM-001-014-N.jpg,WM-001,14,W,M,N,white,0.979937196,masculine,0.997670174,23,0.54514432
CFD-WM-001-007-HC.jpg,WM-001,7,W,M,HC,white,0.960663617,masculine,0.997770548,23,0.61338383
CFD-WM-037-034-HO.jpg,WM-037,34,W,M,HO,white,0.955941796,masculine,0.998111248,23,0.733364463
CFD-WM-037-063-F.jpg,WM-037,63,W,M,F,white,0.99433887,masculine,0.87262845,23,0.694196463
CFD-LF-202-065-N.jpg,LF-202,65,L,F,N,"hispanic, latino, or spanish origin",0.680364668,masculine,0.746587455,23,0.674524307
CFD-AM-223-138-N.jpg,AM-223,138,A,M,N,asian,0.92943871,masculine,0.999472976,23,0.663589954
CFD-BM-009-003-HO.jpg,BM-009,3,B,M,HO,black or african american,0.999827325,masculine,0.999449313,23,0.438038826
CFD-BM-009-009-F.jpg,BM-009,9,B,M,F,black or african american,0.99985528,masculine,0.997804642,23,0.620059431
CFD-BM-009-008-A.jpg,BM-009,8,B,M,A,black or african american,0.999248981,masculine,0.999954879,23,0.531795979
CFD-BM-009-002-N.jpg,BM-009,2,B,M,N,black or african american,0.999947786,masculine,0.998559594,23,0.430020928
CFD-WM-250-157-N.jpg,WM-250,157,W,M,N,"hispanic, latino, or spanish origin",0.8766132,masculine,0.998809457,23,0.663720906
CFD-BM-031-034-F.jpg,BM-031,34,B,M,F,"hispanic, latino, or spanish origin",0.540607929,masculine,0.994163752,23,0.793413937
CFD-BM-249-235-N.jpg,BM-249,235,B,M,N,black or african american,0.993748188,masculine,0.999881029,24,0.459184706
CFD-LF-225-164-N.jpg,LF-225,164,L,F,N,"hispanic, latino, or spanish origin",0.663341284,feminine,0.750169814,24,0.436264098
CFD-BM-026-002-N.jpg,BM-026,2,B,M,N,black or african american,0.999136627,masculine,0.999754965,24,0.579369962
CFD-BM-026-041-F.jpg,BM-026,41,B,M,F,black or african american,0.999299049,masculine,0.999598622,24,0.438789189
CFD-BM-019-002-N.jpg,BM-019,2,B,M,N,black or african american,0.999930739,masculine,0.999878228,24,0.523749948
CFD-WM-224-197-N.jpg,WM-224,197,W,M,N,white,0.991319895,masculine,0.974579036,24,0.466638565
CFD-BM-045-055-HO.jpg,BM-045,55,B,M,HO,black or african american,0.999999583,masculine,0.999704719,24,0.646996021
CFD-WF-007-029-A.jpg,WF-007,29,W,F,A,american indian or alaska native,0.410141796,masculine,0.862016559,24,0.477720201
CFD-WF-007-003-HO.jpg,WF-007,3,W,F,HO,white,0.85500437,masculine,0.630132318,24,0.461163759
CFD-WF-007-026-F.jpg,WF-007,26,W,F,F,white,0.743314505,feminine,0.679374099,24,0.514614761
CFD-WF-036-023-N.jpg,WF-036,23,W,F,N,white,0.996713996,masculine,0.654532194,24,0.578789234
CFD-BF-030-002-N.jpg,BF-030,2,B,F,N,black or african american,0.999933541,feminine,0.691810012,24,0.548159719
CFD-BF-030-023-F.jpg,BF-030,23,B,F,F,black or african american,0.999655604,masculine,0.611829162,24,0.332481474
CFD-WF-037-034-HC.jpg,WF-037,34,W,F,HC,white,0.432563484,feminine,0.985963404,24,0.504455149
CFD-LM-251-073-N.jpg,LM-251,73,L,M,N,"hispanic, latino, or spanish origin",0.802783728,masculine,0.999640167,24,0.584733129
CFD-WF-012-002-N.jpg,WF-012,2,W,F,N,white,0.947391868,feminine,0.976021409,24,0.514171958
CFD-BF-040-003-N.jpg,BF-040,3,B,F,N,black or african american,0.997237921,masculine,0.885660291,24,0.396390975
CFD-BF-040-043-HO.jpg,BF-040,43,B,F,HO,black or african american,0.999942183,feminine,0.731061697,24,0.392109185
CFD-BF-049-042-F.jpg,BF-049,42,B,F,F,black or african american,0.999894381,masculine,0.566422462,24,0.498615742
CFD-BF-049-032-N.jpg,BF-049,32,B,F,N,black or african american,0.995038509,masculine,0.770162344,24,0.520000279
CFD-LM-244-068-N.jpg,LM-244,68,L,M,N,white,0.964505672,masculine,0.999992728,24,0.523894906
CFD-BM-005-016-F.jpg,BM-005,16,B,M,F,black or african american,0.999929607,masculine,0.998593748,24,0.498961896
CFD-BM-003-031-F.jpg,BM-003,31,B,M,F,black or african american,0.998197794,masculine,0.996249259,24,0.316430598
CFD-BM-003-003-N.jpg,BM-003,3,B,M,N,black or african american,0.996567249,masculine,0.996933222,24,0.333503604
CFD-BM-207-024-N.jpg,BM-207,24,B,M,N,black or african american,0.993724406,masculine,0.993785024,24,0.546928346
CFD-WM-032-021-F.jpg,WM-032,21,W,M,F,white,0.952174425,masculine,0.983607888,24,0.598484755
CFD-WM-003-002-N.jpg,WM-003,2,W,M,N,white,0.98712945,masculine,0.999135315,24,0.437543124
CFD-BM-013-004-HO.jpg,BM-013,4,B,M,HO,black or african american,0.99902904,masculine,0.998215377,24,0.400093198
CFD-BM-013-002-N.jpg,BM-013,2,B,M,N,black or african american,0.999730408,masculine,0.999832094,24,0.460454226
CFD-WM-025-002-N.jpg,WM-025,2,W,M,N,white,0.994834483,masculine,0.997323751,24,0.591430306
CFD-WM-245-123-N.jpg,WM-245,123,W,M,N,white,0.955135584,masculine,0.999954283,24,0.563281775
CFD-BM-023-006-HO.jpg,BM-023,6,B,M,HO,black or african american,0.999584854,masculine,0.994444311,24,0.424326003
CFD-BM-023-011-A.jpg,BM-023,11,B,M,A,black or african american,0.999875903,masculine,0.998716474,24,0.537971973
CFD-WM-242-011-N.jpg,WM-242,11,W,M,N,white,0.811153173,masculine,0.997382998,24,0.462841153
CFD-WM-024-015-N.jpg,WM-024,15,W,M,N,white,0.317670465,masculine,0.999984145,24,0.518425286
CFD-BF-050-004-HO.jpg,BF-050,4,B,F,HO,black or african american,0.999855876,masculine,0.80494678,24,0.523042142
CFD-BF-050-003-N.jpg,BF-050,3,B,F,N,black or african american,0.999911904,masculine,0.837602913,24,0.525306761
CFD-WF-035-024-N.jpg,WF-035,24,W,F,N,white,0.990332544,masculine,0.574529707,24,0.353765786
CFD-BF-035-001-N.jpg,BF-035,1,B,F,N,black or african american,0.99994123,masculine,0.989133358,24,0.626752853
CFD-BF-035-027-HO.jpg,BF-035,27,B,F,HO,black or african american,0.999993742,feminine,0.843482494,24,0.445653319
CFD-BF-200-080-N.jpg,BF-200,80,B,F,N,black or african american,0.983452201,feminine,0.532732725,24,0.459570289
CFD-LM-209-111-N.jpg,LM-209,111,L,M,N,"hispanic, latino, or spanish origin",0.920558691,masculine,0.999984741,24,0.627212644
CFD-WF-230-158-N.jpg,WF-230,158,W,F,N,white,0.374524653,masculine,0.594679356,24,0.424518168
CFD-BF-002-001-N.jpg,BF-002,1,B,F,N,black or african american,0.999851823,feminine,0.976231515,24,0.37486434
CFD-BF-002-022-F.jpg,BF-002,22,B,F,F,black or african american,0.999928117,feminine,0.910037756,24,0.383854091
CFD-BF-034-002-N.jpg,BF-034,2,B,F,N,black or african american,0.999996722,masculine,0.879024506,24,0.499031872
CFD-AF-234-208-N.jpg,AF-234,208,A,F,N,asian,0.9618963,masculine,0.517515182,24,0.43445456
CFD-LM-246-087-N.jpg,LM-246,87,L,M,N,"hispanic, latino, or spanish origin",0.876900196,masculine,0.999945045,24,0.553956032
CFD-BF-045-062-HO.jpg,BF-045,62,B,F,HO,black or african american,0.999981165,feminine,0.725557685,24,0.491842806
CFD-BF-042-031-HC.jpg,BF-042,31,B,F,HC,black or african american,0.999194026,feminine,0.597624421,24,0.504937649
CFD-BF-021-013-N.jpg,BF-021,13,B,F,N,black or african american,0.999367893,feminine,0.560007334,24,0.510157704
CFD-BF-021-016-A.jpg,BF-021,16,B,F,A,black or african american,0.999774098,feminine,0.538361251,24,0.460790128
CFD-AF-235-170-N.jpg,AF-235,170,A,F,N,asian,0.994175255,feminine,0.779034376,24,0.417070687
CFD-BF-043-015-F.jpg,BF-043,15,B,F,F,black or african american,0.999213934,feminine,0.721550226,24,0.485714853
CFD-BF-044-044-A.jpg,BF-044,44,B,F,A,black or african american,0.996022224,masculine,0.998891473,24,0.484039962
CFD-WM-039-018-N.jpg,WM-039,18,W,M,N,white,0.976243138,masculine,0.980735064,24,0.621414185
CFD-WM-039-010-A.jpg,WM-039,10,W,M,A,white,0.996649981,masculine,0.989356756,24,0.574377179
CFD-WM-039-028-F.jpg,WM-039,28,W,M,F,white,0.994462848,masculine,0.996382356,24,0.646062195
CFD-WM-006-039-F.jpg,WM-006,39,W,M,F,white,0.887753427,masculine,0.995863795,24,0.576709509
CFD-WM-037-025-N.jpg,WM-037,25,W,M,N,white,0.898211241,masculine,0.998556912,24,0.640967548
CFD-WM-037-060-A.jpg,WM-037,60,W,M,A,white,0.799514294,masculine,0.992984712,24,0.71181035
CFD-BM-001-007-F.jpg,BM-001,7,B,M,F,black or african american,0.999629974,masculine,0.997137427,24,0.403097391
CFD-BM-039-037-A.jpg,BM-039,37,B,M,A,black or african american,0.998752832,masculine,0.99929601,24,0.652858257
CFD-BM-039-034-HO.jpg,BM-039,34,B,M,HO,black or african american,0.999914885,masculine,0.999893963,24,0.529563665
CFD-LF-234-139-N.jpg,LF-234,139,L,F,N,asian,0.650322318,masculine,0.923392057,24,0.510205567
CFD-WM-036-034-HO.jpg,WM-036,34,W,M,HO,white,0.730894625,masculine,0.994781494,24,0.610902071
CFD-WM-036-031-N.jpg,WM-036,31,W,M,N,white,0.931109369,masculine,0.976603508,24,0.64316833
CFD-WM-031-038-HC.jpg,WM-031,38,W,M,HC,white,0.715753615,masculine,0.996276617,24,0.465706587
CFD-WM-031-045-A.jpg,WM-031,45,W,M,A,"hispanic, latino, or spanish origin",0.722382545,masculine,0.99584651,24,0.405670911
CFD-WM-235-147-N.jpg,WM-235,147,W,M,N,white,0.931549132,masculine,0.999174654,24,0.619708896
CFD-BM-232-213-N.jpg,BM-232,213,B,M,N,black or african american,0.999974847,masculine,0.998888612,24,0.45069626
CFD-BM-009-006-HC.jpg,BM-009,6,B,M,HC,black or african american,0.999862909,masculine,0.999719203,24,0.52560997
CFD-WM-026-004-HC.jpg,WM-026,4,W,M,HC,white,0.973846555,masculine,0.994148493,27,0.548630714
CFD-WM-017-019-F.jpg,WM-017,19,W,M,F,white,0.997025013,masculine,0.985758185,27,0.456459224
CFD-AM-204-122-N.jpg,AM-204,122,A,M,N,asian,0.94117856,masculine,0.999794424,27,0.549508452
CFD-WM-247-084-N.jpg,WM-247,84,W,M,N,white,0.388780713,masculine,0.999883294,27,0.585546374
CFD-WM-215-041-N.jpg,WM-215,41,W,M,N,white,0.614343762,masculine,0.997972548,27,0.530927598
CFD-BM-027-001-N.jpg,BM-027,1,B,M,N,asian,0.810450137,masculine,0.998916268,27,0.547118485
CFD-WF-232-161-N.jpg,WF-232,161,W,F,N,white,0.980593324,feminine,0.909258485,27,0.570946097
CFD-BF-006-017-N.jpg,BF-006,17,B,F,N,black or african american,0.99440372,masculine,0.528223515,27,0.35653621
CFD-WF-202-056-N.jpg,WF-202,56,W,F,N,white,0.705355823,feminine,0.895418882,27,0.368093967
CFD-WF-030-003-HO.jpg,WF-030,3,W,F,HO,white,0.95394522,feminine,0.989238024,27,0.46841687
CFD-WF-030-033-A.jpg,WF-030,33,W,F,A,white,0.88925755,masculine,0.546040773,27,0.491819263
CFD-WF-006-019-A.jpg,WF-006,19,W,F,A,white,0.838398397,feminine,0.936104536,27,0.536447406
CFD-LM-242-002-N.jpg,LM-242,2,L,M,N,asian,0.27726233,masculine,0.999959111,27,0.50943625
CFD-WF-024-003-N.jpg,WF-024,3,W,F,N,white,0.97394681,feminine,0.646241307,27,0.535528779
CFD-WF-012-017-F.jpg,WF-012,17,W,F,F,white,0.903672695,feminine,0.968412519,27,0.279900551
CFD-WF-012-004-HC.jpg,WF-012,4,W,F,HC,white,0.943175912,feminine,0.975047588,27,0.49947834
CFD-WF-012-007-HO.jpg,WF-012,7,W,F,HO,white,0.98850435,feminine,0.970921397,27,0.557388902
CFD-LM-211-128-N.jpg,LM-211,128,L,M,N,"hispanic, latino, or spanish origin",0.988567293,masculine,0.998998642,27,0.502515793
CFD-AM-229-224-N.jpg,AM-229,224,A,M,N,asian,0.999978662,masculine,0.999583244,27,0.453411818
CFD-LF-201-035-N.jpg,LF-201,35,L,F,N,white,0.364801854,feminine,0.957147956,27,0.454032063
CFD-BM-005-003-N.jpg,BM-005,3,B,M,N,black or african american,0.99966085,masculine,0.999894261,27,0.47324425
CFD-AM-220-134-N.jpg,AM-220,134,A,M,N,asian,0.997105122,masculine,0.999878168,27,0.508048415
CFD-AM-245-111-N.jpg,AM-245,111,A,M,N,asian,0.869556189,masculine,0.999835372,27,0.41390571
CFD-WM-034-035-HO.jpg,WM-034,35,W,M,HO,white,0.997213185,masculine,0.999980807,27,0.574384809
CFD-WM-034-032-HC.jpg,WM-034,32,W,M,HC,white,0.953018725,masculine,0.999932289,27,0.547349572
CFD-WM-200-034-N.jpg,WM-200,34,W,M,N,white,0.772884667,masculine,0.95392555,27,0.407773793
CFD-WM-032-004-HO.jpg,WM-032,4,W,M,HO,white,0.979368269,masculine,0.988257825,27,0.425825089
CFD-WM-032-001-N.jpg,WM-032,1,W,M,N,white,0.989943981,masculine,0.999832392,27,0.578403234
CFD-WM-032-008-HC.jpg,WM-032,8,W,M,HC,white,0.981931031,masculine,0.989989281,27,0.473186016
CFD-WM-238-020-N.jpg,WM-238,20,W,M,N,white,0.751174271,masculine,0.999889374,27,0.552835464
CFD-WM-035-018-A.jpg,WM-035,18,W,M,A,"hispanic, latino, or spanish origin",0.684218764,masculine,0.99544704,27,0.55256784
CFD-WM-003-008-A.jpg,WM-003,8,W,M,A,white,0.802717328,masculine,0.999683857,27,0.430455148
CFD-WM-209-038-N.jpg,WM-209,38,W,M,N,white,0.971648216,masculine,0.999453485,27,0.559816062
CFD-WM-025-008-A.jpg,WM-025,8,W,M,A,white,0.977807641,masculine,0.983245015,27,0.378852308
CFD-WM-025-018-HC.jpg,WM-025,18,W,M,HC,white,0.997049153,masculine,0.992072821,27,0.520064712
CFD-WM-219-008-N.jpg,WM-219,8,W,M,N,white,0.793081403,masculine,0.999917626,27,0.465598881
CFD-BM-024-018-A.jpg,BM-024,18,B,M,A,asian,0.449854493,masculine,0.999683738,27,0.461206853
CFD-LF-216-121-N.jpg,LF-216,121,L,F,N,"hispanic, latino, or spanish origin",0.919632435,feminine,0.991951466,27,0.536046982
CFD-WM-041-023-HC.jpg,WM-041,23,W,M,HC,white,0.587895095,masculine,0.999961257,27,0.552493632
CFD-WM-227-099-N.jpg,WM-227,99,W,M,N,"hispanic, latino, or spanish origin",0.933196664,masculine,0.999993443,27,0.570326746
CFD-WM-015-023-F.jpg,WM-015,23,W,M,F,white,0.917800546,masculine,0.991749883,27,0.463378966
CFD-BM-046-039-HO.jpg,BM-046,39,B,M,HO,black or african american,0.998669982,masculine,0.999949276,27,0.423449755
CFD-WM-218-074-N.jpg,WM-218,74,W,M,N,"hispanic, latino, or spanish origin",0.346435517,masculine,0.999805748,27,0.526571453
CFD-WM-024-007-HC.jpg,WM-024,7,W,M,HC,white,0.32984677,masculine,0.999299049,27,0.508367777
CFD-WM-024-019-F.jpg,WM-024,19,W,M,F,asian,0.321286559,masculine,0.99999845,27,0.440273404
CFD-WM-024-003-HO.jpg,WM-024,3,W,M,HO,white,0.292941749,masculine,0.998322725,27,0.588797152
CFD-WM-229-129-N.jpg,WM-229,129,W,M,N,white,0.991034091,masculine,0.999993801,27,0.562616229
CFD-LM-238-129-N.jpg,LM-238,129,L,M,N,"hispanic, latino, or spanish origin",0.628377259,masculine,0.999215305,27,0.562535763
CFD-WF-239-155-N.jpg,WF-239,155,W,F,N,"hispanic, latino, or spanish origin",0.594579816,masculine,0.598945916,27,0.497579187
CFD-WF-002-004-N.jpg,WF-002,4,W,F,N,white,0.998607516,masculine,0.99185431,27,0.501361132
CFD-LM-208-110-N.jpg,LM-208,110,L,M,N,white,0.985726297,masculine,0.999849558,27,0.606147885
CFD-WF-212-050-N.jpg,WF-212,50,W,F,N,white,0.996586323,feminine,0.991799474,27,0.486104965
CFD-WF-016-021-A.jpg,WF-016,21,W,F,A,"hispanic, latino, or spanish origin",0.445587337,feminine,0.945905745,27,0.405525863
